"Cite","ConIDorig","ConID","ott_id","TSc","FSc","fF","TG","EE","BM","Eco","Lat","Long","DR","DRlog","Drf","Drc","TA","TAlog","SA","SAlog","Yr","tWS","DT","FD"
"Holohan_1998","Ceriantheopsis_americanus","Ceriantheopsis_americana",444331,50,11,0.22,"Cnidarians","Ectotherm",NA,"Marine",41.6,NA,3,0.477121254719662,"Family","Phylum","Hours",0,"10m",1,1992,116,1992-04-15 00:00:00,"Gut content"
"Holohan_1998","Ceriantheopsis_americanus","Ceriantheopsis_americana",444331,30,15,0.5,"Cnidarians","Ectotherm",NA,"Marine",41.6,NA,3,0.477121254719662,"Family","Phylum","Hours",0,"10m",1,1992,299,1992-10-15 00:00:00,"Gut content"
"Pueta_2013","Chacophrys_pierottii","Chacophrys_pierottii",431938,75,25,0.3333,"Amphibians","Ectotherm",NA,"Terrestrial",-29.73,NA,15,1.17609125905568,"Order","Class","Days",1.38021124171161,"1000m",3,1999,238,1999-02-15 00:00:00,"Gut content"
"Arrington_2002","Chaenobryttus_gulosus","Chaenobryttus_gulosus",476359,300,173,0.5767,"Fish","Ectotherm",1100,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Kock_1994","Champsocephalus_gunnari","Champsocephalus_gunnari",684007,3802,2547,0.6699,"Fish","Ectotherm",43.3585436856787,"Marine",-54,NA,13,1.11394335230684,"Species","Class","Days",1.38021124171161,"100km",5,1991,207,1991-01-15 12:00:00,"Gut content"
"Kock_1994","Champsocephalus_gunnari","Champsocephalus_gunnari",684007,68,27,0.3971,"Fish","Ectotherm",43.3585436856787,"Marine",-54,NA,13,1.11394335230684,"Species","Class","Days",1.38021124171161,"100km",5,1991,207,1991-01-15 12:00:00,"Gut content"
"Kock_1994","Champsocephalus_gunnari","Champsocephalus_gunnari",684007,287,276,0.9617,"Fish","Ectotherm",43.3585436856787,"Marine",-54,NA,13,1.11394335230684,"Species","Class","Days",1.38021124171161,"100km",5,1992,207,1992-01-15 12:00:00,"Gut content"
"Kock_1994","Champsocephalus_gunnari","Champsocephalus_gunnari",684007,3742,2781,0.7432,"Fish","Ectotherm",43.3585436856787,"Marine",-54,NA,13,1.11394335230684,"Species","Class","Days",1.38021124171161,"100km",5,1992,207,1992-01-15 12:00:00,"Gut content"
"Kock_1994","Champsocephalus_gunnari","Champsocephalus_gunnari",684007,89,79,0.8876,"Fish","Ectotherm",43.3585436856787,"Marine",-54,NA,13,1.11394335230684,"Species","Class","Days",1.38021124171161,"100km",5,1985,207,1985-01-15 12:00:00,"Gut content"
"Kock_1994","Champsocephalus_gunnari","Champsocephalus_gunnari",684007,743,650,0.8748,"Fish","Ectotherm",43.3585436856787,"Marine",-54,NA,13,1.11394335230684,"Species","Class","Days",1.38021124171161,"100km",5,1985,207,1985-01-15 12:00:00,"Gut content"
"Arrington_2002","Characidium","Characidium",128231,68,55,0.8088,"Fish","Ectotherm",NA,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Arrington_2002","Characidium","Characidium",128231,17,17,1,"Fish","Ectotherm",NA,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Arrington_2002","Characidium","Characidium",128231,183,172,0.9399,"Fish","Ectotherm",NA,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Arrington_2002","Characidium","Characidium",128231,27,23,0.8519,"Fish","Ectotherm",NA,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Arrington_2002","Charax_condei","Charax_condei",3624842,75,48,0.64,"Fish","Ectotherm",NA,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Arrington_2002","Charax_gibbosus","Charax_gibbosus",3624849,295,216,0.7322,"Fish","Ectotherm",30400,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Sant'Anna_2015","Charybdis_hellerii","Charybdis_hellerii",506133,234,180,0.7692,"Arthropods","Ectotherm",NA,"Marine",-26.73,NA,16,1.20411998265592,"Family","Phylum","Months",2.86332286012046,"1000m",3,2010,NA,2010-01-01 00:00:00,"Gut content"
"Huey_2001","Coleodactylus_amazonicus","Chatogekko_amazonicus",126724,121,113,0.9339,"Reptiles","Ectotherm",0.6,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Arrington_2002","Cheirodontops_geayi","Cheirodontops_geayi",3625898,94,88,0.9362,"Fish","Ectotherm",NA,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Shaiek_2015","Liza_aurata","Chelon_auratus",418662,46,43,0.9348,"Fish","Ectotherm",NA,"Lentic",37.81,NA,19,1.27875360095283,"Species","Phylum","Years",3.94250410616808,"10km",4,2011,11,2011-01-01 00:00:00,"Gut content"
"Shaiek_2015","Liza_ramada","Chelon_ramada",668241,23,23,1,"Fish","Ectotherm",2900,"Lentic",37.81,NA,18,1.25527250510331,"Species","Phylum","Years",3.94250410616808,"10km",4,2011,11,2011-01-01 00:00:00,"Gut content"
"Shaiek_2015","Liza_saliens","Chelon_saliens",418656,23,20,0.8696,"Fish","Ectotherm",NA,"Lentic",37.81,NA,21,1.32221929473392,"Species","Phylum","Years",3.94250410616808,"10km",4,2011,11,2011-01-01 00:00:00,"Gut content"
"Kerle_2000","Chendol_keelini","Chendol_keelini",3640961,88,87,0.9886,"Fish","Ectotherm",NA,"Lotic",3.2,NA,7,0.845098040014257,"Family","Class","Months",2.86332286012046,"1000m",3,1997,359,1997-12-15 00:00:00,"Gut content"
"Jewett_1983","Chionoecetes_bairdi","Chionoecetes_bairdi",956514,284,236,0.83,"Arthropods","Ectotherm",NA,"Marine",57.5,NA,24,1.38021124171161,"Species","Phylum","Days",1.38021124171161,"100km",5,1978,206,1978-07-15 00:00:00,"Gut content"
"Jewett_1983","Chionoecetes_bairdi","Chionoecetes_bairdi",956514,28,25,0.89,"Arthropods","Ectotherm",NA,"Marine",57.5,NA,24,1.38021124171161,"Species","Phylum","Days",1.38021124171161,"100km",5,1978,115,1978-04-15 00:00:00,"Gut content"
"Jewett_1983","Chionoecetes_bairdi","Chionoecetes_bairdi",956514,107,90,0.84,"Arthropods","Ectotherm",NA,"Marine",57.5,NA,24,1.38021124171161,"Species","Phylum","Days",1.38021124171161,"100km",5,1979,84,1979-03-15 00:00:00,"Gut content"
"Jewett_1983","Chionoecetes_bairdi","Chionoecetes_bairdi",956514,475,449,0.9453,"Arthropods","Ectotherm",NA,"Marine",57.5,NA,18,1.25527250510331,"Species","Phylum","Days",1.38021124171161,"100km",5,1979,298,1979-10-15 00:00:00,"Gut content"
"Jewett_1983","Chionoecetes_bairdi","Chionoecetes_bairdi",956514,81,73,0.9,"Arthropods","Ectotherm",NA,"Marine",57.5,NA,24,1.38021124171161,"Species","Phylum","Days",1.38021124171161,"100km",5,1978,329,1978-11-15 00:00:00,"Gut content"
"Jewett_1983","Chionoecetes_bairdi","Chionoecetes_bairdi",956514,135,101,0.75,"Arthropods","Ectotherm",NA,"Marine",57.5,NA,24,1.38021124171161,"Species","Phylum","Days",1.38021124171161,"100km",5,1978,176,1978-06-15 00:00:00,"Gut content"
"Jewett_1983","Chionoecetes_bairdi","Chionoecetes_bairdi",956514,210,191,0.91,"Arthropods","Ectotherm",NA,"Marine",57.5,NA,24,1.38021124171161,"Species","Phylum","Days",1.38021124171161,"100km",5,1979,56,1979-02-15 00:00:00,"Gut content"
"Jewett_1983","Chionoecetes_bairdi","Chionoecetes_bairdi",956514,88,66,0.75,"Arthropods","Ectotherm",NA,"Marine",57.5,NA,24,1.38021124171161,"Species","Phylum","Days",1.38021124171161,"100km",5,1978,84,1978-03-15 00:00:00,"Gut content"
"Jewett_1983","Chionoecetes_bairdi","Chionoecetes_bairdi",956514,46,40,0.87,"Arthropods","Ectotherm",NA,"Marine",57.5,NA,24,1.38021124171161,"Species","Phylum","Days",1.38021124171161,"100km",5,1978,237,1978-08-15 00:00:00,"Gut content"
"Jewett_1983","Chionoecetes_bairdi","Chionoecetes_bairdi",956514,45,35,0.78,"Arthropods","Ectotherm",NA,"Marine",57.5,NA,24,1.38021124171161,"Species","Phylum","Days",1.38021124171161,"100km",5,1978,145,1978-05-15 00:00:00,"Gut content"
"Lefebvre_1990","Chionoecetes_opilio","Chionoecetes_opilio",604254,159,146,0.9182,"Arthropods","Ectotherm",930,"Marine",48.84,NA,35,1.54406804435028,"Family","Phylum","Months",2.86332286012046,"1000m",3,1986,11,1986-01-01 00:00:00,"Gut content"
"Lefebvre_1990","Chionoecetes_opilio","Chionoecetes_opilio",604254,87,75,0.8621,"Arthropods","Ectotherm",930,"Marine",48.84,NA,35,1.54406804435028,"Family","Phylum","Months",2.86332286012046,"1000m",3,1986,11,1986-01-01 00:00:00,"Gut content"
"Nogueira Júnior_2008","Chiropsalmus_quadrumanus","Chiropsalmus_quadrumanus",894962,726,399,0.55,"Cnidarians","Ectotherm",NA,"Marine",-25.63,NA,9,0.954242509439325,"Species","Phylum","Years",3.94250410616808,"100km",5,2001,193,2001-01-01 00:00:00,"Gut content"
"Huey_2001","Chondrodactylus_angulifer","Chondrodactylus_angulifer",203962,441,391,0.8866,"Reptiles","Ectotherm",26.7,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Huey_2001","Pachydactylus_bibronii","Chondrodactylus_bibronii",435224,175,136,0.7771,"Reptiles","Ectotherm",19.1,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Noda_1992","Chromis_chrysura","Chromis_chrysura",477758,29,14,0.4828,"Fish","Ectotherm",NA,"Marine",30.5,NA,21,1.32221929473392,"Order","Order","Days",1.38021124171161,"100m",2,1986,11,1986-01-01 00:00:00,"Gut content"
"Noda_1992","Chromis_chrysura","Chromis_chrysura",477758,32,13,0.4062,"Fish","Ectotherm",NA,"Marine",30.5,NA,21,1.32221929473392,"Order","Order","Days",1.38021124171161,"100m",2,1986,11,1986-01-01 00:00:00,"Gut content"
"Noda_1992","Chromis_chrysura","Chromis_chrysura",477758,13,9,0.6923,"Fish","Ectotherm",NA,"Marine",30.5,NA,21,1.32221929473392,"Order","Order","Days",1.38021124171161,"100m",2,1986,11,1986-01-01 00:00:00,"Gut content"
"Noda_1992","Chromis_chrysura","Chromis_chrysura",477758,13,8,0.6154,"Fish","Ectotherm",NA,"Marine",30.5,NA,21,1.32221929473392,"Order","Order","Days",1.38021124171161,"100m",2,1986,11,1986-01-01 00:00:00,"Gut content"
"Noda_1992","Chromis_chrysura","Chromis_chrysura",477758,45,30,0.6667,"Fish","Ectotherm",NA,"Marine",30.5,NA,21,1.32221929473392,"Order","Order","Days",1.38021124171161,"100m",2,1986,11,1986-01-01 00:00:00,"Gut content"
"Gorbatenko_2009","Chrysaora_melanaster","Chrysaora_melanaster",883634,77,75,0.97,"Cnidarians","Ectotherm",4482.6,"Marine",56,NA,23,1.36172783601759,"Species","Phylum","Months",2.86332286012046,"100km",5,2005,192,2005-07-01 00:00:00,"Gut content"
"Gorbatenko_2009","Chrysaora_quinquecirrha","Chrysaora_quinquecirrha",404507,12,11,0.917,"Cnidarians","Ectotherm",893,"Marine",56,NA,11,1.04139268515823,"Species","Phylum","Months",2.86332286012046,"100km",5,2005,192,2005-07-01 00:00:00,"Gut content"
"Arrington_2002","Cichla_intermedia","Cichla_intermedia",467391,16,5,0.3125,"Fish","Ectotherm",3000,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Arrington_2002","Cichla_orinocensis","Cichla_orinocensis",889122,96,38,0.3958,"Fish","Ectotherm",6200,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Arrington_2002","Cichla_temensis","Cichla_temensis",936817,365,181,0.4959,"Fish","Ectotherm",12200,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Arrington_2002","Nandopsis_urophthalmus","Cichlasoma_urophthalmum",969102,19,16,0.8421,"Fish","Ectotherm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Thut_1970","Cinclus_mexicanus","Cinclus_mexicanus",606627,6,6,1,"Birds","Endotherm",15.25,"Lotic",46,NA,11,1.04139268515823,"Order","Class","Days",1.38021124171161,"10km",4,1967,373,1967-12-29 00:00:00,"Gut content"
"Arrington_2002","Citharichthys_spilopterus","Citharichthys_spilopterus",908921,32,28,0.875,"Fish","Ectotherm",NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Arrington_2002","Citharichthys_spilopterus","Citharichthys_spilopterus",908921,49,47,0.9592,"Fish","Ectotherm",NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Bustnes_2001","Clangula_hyemalis","Clangula_hyemalis",316879,9,9,1,"Birds","Endotherm",217.751004590105,"Marine",70.28,NA,17,1.23044892137827,"Species","Class","Hours",0,"100m",2,1997,11,1997-01-01 00:00:00,"Gut content"
"Bustnes_2001","Clangula_hyemalis","Clangula_hyemalis",316879,15,15,1,"Birds","Endotherm",217.751004590105,"Marine",70.28,NA,2,0.301029995663981,"Species","Class","Hours",0,"100m",2,1998,11,1998-01-01 00:00:00,"Gut content"
"Arrington_2002","Clarias_gariepinus","Clarias_gariepinus",240811,59,21,0.3559,"Fish","Ectotherm",60000,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Kadye_2012","Clarias_gariepinus","Clarias_gariepinus",240811,147,80,0.5442,"Fish","Ectotherm",60000,"Lotic",-33.5,NA,32,1.50514997831991,"Species","Class","Months",2.86332286012046,"100km",5,2010,207,2010-01-15 00:00:00,"Gut content"
"Arrington_2002","Clarias_ngamensis","Clarias_ngamensis",1094712,48,28,0.5833,"Fish","Ectotherm",4000,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Arrington_2002","Clarias_theodorae","Clarias_theodorae",370864,19,17,0.8947,"Fish","Ectotherm",460,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Orejas_2001","Clavularia_frankliniana","Clavularia_frankliniana",3679821,148,112,0.7568,"Cnidarians","Ectotherm",NA,"Marine",-71.1,NA,5,0.698970004336019,"Phylum","Phylum","Months",2.86332286012046,"10m",1,1998,238,1998-02-15 00:00:00,"Gut content"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,10,9,0.9,"Fish","Ectotherm",41.0556425151501,"Marine",58.92,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,250,1985-08-28 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,10,10,1,"Fish","Ectotherm",41.0556425151501,"Marine",58.8,17.58,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,277,1985-09-24 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,7,6,0.8571,"Fish","Ectotherm",41.0556425151501,"Marine",58.8,17.58,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,306,1985-10-23 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,4,4,1,"Fish","Ectotherm",41.0556425151501,"Marine",58.8,17.58,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,306,1985-10-23 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,5,5,1,"Fish","Ectotherm",41.0556425151501,"Marine",59.05,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,223,1985-08-01 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,10,10,1,"Fish","Ectotherm",41.0556425151501,"Marine",58.92,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,250,1985-08-28 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,9,5,0.5556,"Fish","Ectotherm",41.0556425151501,"Marine",58.8,17.58,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,277,1985-09-24 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,16,16,1,"Fish","Ectotherm",41.0556425151501,"Marine",58.92,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,223,1985-08-01 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,7,7,1,"Fish","Ectotherm",41.0556425151501,"Marine",59.05,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,250,1985-08-28 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,10,10,1,"Fish","Ectotherm",41.0556425151501,"Marine",59.05,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,277,1985-09-24 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,7,6,0.8571,"Fish","Ectotherm",41.0556425151501,"Marine",59.05,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,223,1985-08-01 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,5,5,1,"Fish","Ectotherm",41.0556425151501,"Marine",58.92,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,250,1985-08-28 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,11,11,1,"Fish","Ectotherm",41.0556425151501,"Marine",58.92,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,277,1985-09-24 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,10,8,0.8,"Fish","Ectotherm",41.0556425151501,"Marine",59.05,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,306,1985-10-23 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,8,2,0.25,"Fish","Ectotherm",41.0556425151501,"Marine",58.8,17.58,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,195,1985-07-04 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,11,8,0.7273,"Fish","Ectotherm",41.0556425151501,"Marine",58.8,17.58,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,223,1985-08-01 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,9,9,1,"Fish","Ectotherm",41.0556425151501,"Marine",59.05,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,250,1985-08-28 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,3,3,1,"Fish","Ectotherm",41.0556425151501,"Marine",59.05,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,195,1985-07-04 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,10,8,0.8,"Fish","Ectotherm",41.0556425151501,"Marine",58.8,17.58,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,277,1985-09-24 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,10,10,1,"Fish","Ectotherm",41.0556425151501,"Marine",58.8,17.58,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,250,1985-08-28 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,10,8,0.8,"Fish","Ectotherm",41.0556425151501,"Marine",58.92,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,223,1985-08-01 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,1,1,1,"Fish","Ectotherm",41.0556425151501,"Marine",58.92,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,277,1985-09-24 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,9,7,0.7778,"Fish","Ectotherm",41.0556425151501,"Marine",58.8,17.58,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,250,1985-08-28 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,10,2,0.2,"Fish","Ectotherm",41.0556425151501,"Marine",58.92,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,306,1985-10-23 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,10,10,1,"Fish","Ectotherm",41.0556425151501,"Marine",59.05,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,277,1985-09-24 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,10,10,1,"Fish","Ectotherm",41.0556425151501,"Marine",59.05,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,306,1985-10-23 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,8,8,1,"Fish","Ectotherm",41.0556425151501,"Marine",58.92,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,277,1985-09-24 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,11,11,1,"Fish","Ectotherm",41.0556425151501,"Marine",58.92,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,306,1985-10-23 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,9,9,1,"Fish","Ectotherm",41.0556425151501,"Marine",58.8,17.58,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,250,1985-08-28 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,10,10,1,"Fish","Ectotherm",41.0556425151501,"Marine",59.05,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,306,1985-10-23 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,8,4,0.5,"Fish","Ectotherm",41.0556425151501,"Marine",59.05,17.71,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,195,1985-07-04 00:00:00,"Gut content (lethal)"
"Rudstam_1992","Clupea_harengus","Clupea_harengus",1005932,9,6,0.6667,"Fish","Ectotherm",41.0556425151501,"Marine",58.8,17.58,6,0.778151250383644,"Genus","Genus","Hours",0,"100m",2,1985,223,1985-08-01 00:00:00,"Gut content (lethal)"
"Oskarsson_2016","Clupea_harengus","Clupea_harengus",1005932,424,407,0.96,"Fish","Ectotherm",41.0556425151501,"Marine",65,NA,9,0.954242509439325,"Family","Phylum","Years",3.94250410616808,"100km",5,2010,223,2010-08-01 00:00:00,"Gut content"
"Oskarsson_2016","Clupea_harengus","Clupea_harengus",1005932,398,362,0.91,"Fish","Ectotherm",41.0556425151501,"Marine",65,NA,9,0.954242509439325,"Family","Phylum","Years",3.94250410616808,"100km",5,2010,223,2010-08-01 00:00:00,"Gut content"
"Khan_2014","Clupisoma_naziri","Clupisoma_naziri",3621829,216,143,0.662,"Fish","Ectotherm",NA,"Lotic",35,NA,26,1.41497334797082,"Genus","Phylum","Months",2.86332286012046,"100km",5,2011,298,2011-10-15 00:00:00,"Gut content"
"Huey_2001","Cnemidophorus_lemniscatus","Cnemidophorus_lemniscatus",164960,21,18,0.8571,"Reptiles","Ectotherm",43.5,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Huey_2001","Cnemidophorus_lemniscatus","Cnemidophorus_lemniscatus",164960,158,151,0.9557,"Reptiles","Ectotherm",43.5,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Huey_2001","Coleodactylus_septentrionalis","Coleodactylus_septentrionalis",700787,46,43,0.9348,"Reptiles","Ectotherm",0.8,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Huey_2001","Coleonyx_variegatus","Coleonyx_variegatus",677271,232,176,0.7586,"Reptiles","Ectotherm",8.7,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)"
"Klimstra_1959a","Coluber_constrictor","Coluber_constrictor",405963,14,8,0.5714,"Reptiles","Ectotherm",606.9,"Terrestrial",37.73,NA,37,1.56820172406699,"Species","Class","Years",3.94250410616808,"10km",4,1954,237,1954-08-15 00:00:00,"Gut content"
"Klimstra_1959a","Coluber_constrictor","Coluber_constrictor",405963,9,5,0.5556,"Reptiles","Ectotherm",606.9,"Terrestrial",37.73,NA,37,1.56820172406699,"Species","Class","Years",3.94250410616808,"10km",4,1954,298,1954-10-15 00:00:00,"Gut content"
"Klimstra_1959a","Coluber_constrictor","Coluber_constrictor",405963,24,24,1,"Reptiles","Ectotherm",606.9,"Terrestrial",37.73,NA,37,1.56820172406699,"Species","Class","Years",3.94250410616808,"10km",4,1954,115,1954-04-15 00:00:00,"Gut content"
"Hamilton_1956","Coluber_constrictor","Coluber_constrictor",405963,62,57,0.9194,"Reptiles","Ectotherm",606.9,"Terrestrial",32.42,84.87,18,1.25527250510331,"Species","Order","Years",3.94250410616808,"100m",2,1950,NA,1950-01-01 00:00:00,"Gut content (lethal)"
"Klimstra_1959a","Coluber_constrictor","Coluber_constrictor",405963,17,14,0.8235,"Reptiles","Ectotherm",606.9,"Terrestrial",37.73,NA,37,1.56820172406699,"Species","Class","Years",3.94250410616808,"10km",4,1954,206,1954-07-15 00:00:00,"Gut content"
"Klimstra_1959a","Coluber_constrictor","Coluber_constrictor",405963,12,6,0.5,"Reptiles","Ectotherm",606.9,"Terrestrial",37.73,NA,37,1.56820172406699,"Species","Class","Years",3.94250410616808,"10km",4,1954,268,1954-09-15 00:00:00,"Gut content"
"Klimstra_1959a","Coluber_constrictor","Coluber_constrictor",405963,24,24,1,"Reptiles","Ectotherm",606.9,"Terrestrial",37.73,NA,37,1.56820172406699,"Species","Class","Years",3.94250410616808,"10km",4,1954,176,1954-06-15 00:00:00,"Gut content"
"Klimstra_1959a","Coluber_constrictor","Coluber_constrictor",405963,30,30,1,"Reptiles","Ectotherm",606.9,"Terrestrial",37.73,NA,37,1.56820172406699,"Species","Class","Years",3.94250410616808,"10km",4,1954,145,1954-05-15 00:00:00,"Gut content"
"Klimstra_1959a","Coluber_constrictor","Coluber_constrictor",405963,7,4,0.5714,"Reptiles","Ectotherm",606.9,"Terrestrial",37.73,NA,37,1.56820172406699,"Species","Class","Years",3.94250410616808,"10km",4,1954,84,1954-03-15 00:00:00,"Gut content"
