"taxon","mass_g","source_mass","n"
"Cercartetus",21.12,"GenusAverage",28
"Cercibis",1819,"GenusAverage",1
"Cercocebus",7885,"GenusAverage",39
"Cercococcyx",60.24,"GenusAverage",9
"Cercomacra",16.49,"GenusAverage",24
"Cercomela",18.17,"GenusAverage",14
"Cercophis",168.7,"GenusAverage",1
"Cercopithecus",4431,"GenusAverage",156
"Cercosaura",3.655,"GenusAverage",31
"Cercotrichas",23.31,"GenusAverage",25
"Cercyon",0.000165,"GenusAverage",1
"Cerdocyon",5782,"GenusAverage",9
"Cereopsis",4002,"GenusAverage",4
"Ceriops",3.4,"GenusAverage",1
"Cerorhinca",429.4,"GenusAverage",6
"Cerradomys",89.3,"GenusAverage",5
"Cerrophidion",125.4,"GenusAverage",6
"Certhia",9.275,"GenusAverage",31
"Certhiaxis",15.03,"GenusAverage",4
"Certhidea",9.688,"GenusAverage",3
"Certhilauda",37.88,"GenusAverage",19
"Certhionyx",15.5,"GenusAverage",10
"Cervalces",741000,"GenusAverage",3
"Cervus",122600,"GenusAverage",35
"Ceryle",118.2,"GenusAverage",7
"Cetengraulis",54.14,"GenusAverage",1
"Cetonurus",161.2,"GenusAverage",1
"Cetopsis",20.5,"GenusAverage",1
"Cetopsorhamdia",12.2,"GenusAverage",1
"Cetorhinus",3168000,"GenusAverage",4
"Cetoscarus",2415,"GenusAverage",1
"Cetostoma",86.1,"GenusAverage",1
"Cettia",16.01,"GenusAverage",23
"Ceuthmochares",65.93,"GenusAverage",6
"Ceyx",22.68,"GenusAverage",18
"Chacodelphys",10,"GenusAverage",1
"Chacophrys",26.37,"GenusAverage",0
"Chaenobryttus",1100,"GenusAverage",0
"Chaenocephalus",2418,"GenusAverage",3
"Chaenodraco",863.3,"GenusAverage",1
"Chaenogobius",12.6,"GenusAverage",1
"Chaenomugil",108,"GenusAverage",1
"Chaerephon",14.97,"GenusAverage",54
"Chaeropus",203.6,"GenusAverage",5
"Chaertura",4.275,"GenusAverage",1
"Chaetarthria",9.501e-05,"GenusAverage",1
"Chaetobranchopsis",42.4,"GenusAverage",1
"Chaetobranchus",248,"GenusAverage",1
"Chaetocauda",30.9,"GenusAverage",3
"Chaetocercus",3.825,"GenusAverage",8
"Chaetocnema",5e-04,"GenusAverage",1
"Chaetodermis",489.4,"GenusAverage",1
"Chaetodipterus",594.2,"GenusAverage",0
"Chaetodipus",21.39,"GenusAverage",77
"Chaetodon",92.65,"GenusAverage",4
"Chaetodontoplus",105.3,"GenusAverage",4
"Chaetomys",1300,"GenusAverage",5
"Chaetophractus",2326,"GenusAverage",21
"Chaetops",54.59,"GenusAverage",5
"Chaetoptila",97,"GenusAverage",1
"Chaetorhynchus",37.19,"GenusAverage",3
"Chaetornis",32,"GenusAverage",1
"Chaetostoma",94.55,"GenusAverage",2
"Chaetura",18.55,"GenusAverage",28
"Chaeturichthys",61.62,"GenusAverage",1
"Chaimarrornis",30.04,"GenusAverage",1
"Chalarodon",9.814,"GenusAverage",6
"Chalceus",313.1,"GenusAverage",2
"Chalcides",27.68,"GenusAverage",82
"Chalcidoseps",17.14,"GenusAverage",2
"Chalcomitra",11.63,"GenusAverage",7
"Chalcoparia",8.2,"GenusAverage",1
"Chalcophaps",133.2,"GenusAverage",7
"Chalcopsitta",201.9,"GenusAverage",9
"Chalcorana",5.343,"GenusAverage",5
"Chalcostigma",5.945,"GenusAverage",11
"Chalinolobus",9.955,"GenusAverage",26
"Challengerosergia",0.202,"GenusAverage",1
"Chalybura",6.66,"GenusAverage",6
"Chamaea",14.81,"GenusAverage",4
"Chamaeleo",97.3,"GenusAverage",45
"Chamaelycus",18.6,"GenusAverage",4
"Chamaepetes",931.7,"GenusAverage",4
"Chamaesaura",12.27,"GenusAverage",14
"Chamaeza",85.4,"GenusAverage",12
"Chamelea",3.085,"GenusAverage",2
"Champsocephalus",1307,"GenusAverage",2
"Chanda",3.45,"GenusAverage",1
"Channa",5730,"GenusAverage",21
"Channichthys",415.5,"GenusAverage",2
"Chanodichthys",6000,"GenusAverage",4
"Chanos",26650,"GenusAverage",4
"Chaoborys",0.0002558,"GenusAverage",1
"Chapinophis",30.7,"GenusAverage",1
"Chara",10,"GenusAverage",1
"Characidium",6.349,"GenusAverage",7
"Charadrius",59.82,"GenusAverage",95
"Charax",10220,"GenusAverage",1
"Charcharhinus",346500,"GenusAverage",0
"Charina",295.9,"GenusAverage",6
"Charitospiza",6.5,"GenusAverage",1
"Charmosyna",40.03,"GenusAverage",22
"Chartoscirta",0.001592,"GenusAverage",1
"Charybdis",211.4,"GenusAverage",4
"Chascanopsetta",423.6,"GenusAverage",2
"Chasiempis",14.1,"GenusAverage",5
"Chasmistes",1496,"GenusAverage",1
"Chatogekko",0.47,"GenusAverage",3
"Chauliodus",57.54,"GenusAverage",3
"Chauna",3332,"GenusAverage",5
"Chaunax",1091,"GenusAverage",3
"Cheilinus",110600,"GenusAverage",4
"Cheilobarbus",3040,"GenusAverage",1
"Cheilodipterus",17.56,"GenusAverage",2
"Cheilopogon",348.3,"GenusAverage",6
"Cheilotrema",385,"GenusAverage",1
"Cheimerius",2996,"GenusAverage",1
"Cheirodontops",0.9732,"GenusAverage",0
"Cheirogaleus",322.1,"GenusAverage",30
"Cheiromeles",155.7,"GenusAverage",7
"Cheironectes",950,"GenusAverage",1
"Chelemys",53.69,"GenusAverage",10
"Chelictinia",110,"GenusAverage",2
"Chelidonichthys",2527,"GenusAverage",6
"Chelidoperca",3.6,"GenusAverage",1
"Chelidoptera",35.58,"GenusAverage",2
"Chelidorhynx",10.1,"GenusAverage",2
"Chelmon",175.6,"GenusAverage",1
"Chelodactylus",348,"GenusAverage",1
"Chelodina",1409,"GenusAverage",19
"Chelon",1347,"GenusAverage",2
"Chelonia",131900,"GenusAverage",6
"Chelonodon",731,"GenusAverage",2
"Chelonoidis",145800,"GenusAverage",12
"Chelosania",55.89,"GenusAverage",2
"Chelus",4407,"GenusAverage",1
"Chelydra",6906,"GenusAverage",8
"Chen",2221,"GenusAverage",10
"Chendol",0.1986,"GenusAverage",0
"Chenonetta",810.4,"GenusAverage",4
"Chenorhamphus",12.6,"GenusAverage",2
"Cheracebus",1342,"GenusAverage",6
"Cheramoeca",14.08,"GenusAverage",2
"Chersina",715,"GenusAverage",1
"Chersodromus",11.75,"GenusAverage",2
"Chersomanes",24.73,"GenusAverage",4
"Chersophilus",39.4,"GenusAverage",2
"Chibchanomys",43.75,"GenusAverage",5
"Chilabothrus",5581,"GenusAverage",11
"Chilocorus",0.000742,"GenusAverage",1
"Chilodus",70.5,"GenusAverage",1
"Chilomeniscus",6.606,"GenusAverage",4
"Chilomycterus",2965,"GenusAverage",2
"Chilomys",19,"GenusAverage",4
"Chilonatalus",3.493,"GenusAverage",8
"Chilorhinophis",19.6,"GenusAverage",2
"Chiloscyllium",774,"GenusAverage",1
"Chimaera",1375,"GenusAverage",1
"Chimarrogale",35.18,"GenusAverage",20
"Chinchilla",484.3,"GenusAverage",14
"Chinchillula",169.8,"GenusAverage",4
"Chioglossa",2,"GenusAverage",1
"Chionactis",15.24,"GenusAverage",6
"Chione",5.23,"GenusAverage",1
"Chioninia",207,"GenusAverage",15
"Chionis",643.1,"GenusAverage",7
"Chionobathyscus",1896,"GenusAverage",1
"Chionodraco",1019,"GenusAverage",7
"Chionoecetes",1448,"GenusAverage",2
"Chionomys",79.41,"GenusAverage",9
"Chirindia",1.369,"GenusAverage",11
"Chirocentrodon",19.3,"GenusAverage",1
"Chirocentrus",2168,"GenusAverage",2
"Chirodactylus",1035,"GenusAverage",1
"Chiroderma",23.58,"GenusAverage",20
"Chirolophis",1137,"GenusAverage",2
"Chiromantis",3.242,"GenusAverage",2
"Chiromyscus",77.8,"GenusAverage",2
"Chironax",17.01,"GenusAverage",4
"Chironectes",888.5,"GenusAverage",6
"Chironex",2000,"GenusAverage",1
"Chironius",869.3,"GenusAverage",29
"Chironomidae",0.0002199,"GenusAverage",1
"Chiropodomys",28.79,"GenusAverage",24
"Chiropotes",2826,"GenusAverage",28
"Chiropsalmus",257.7,"GenusAverage",1
"Chirostoma",13.99,"GenusAverage",7
"Chiroteuthis",67.28,"GenusAverage",5
"Chiroxiphia",19.24,"GenusAverage",16
"Chiruromys",65.85,"GenusAverage",13
"Chitala",11720,"GenusAverage",7
"Chitra",129500,"GenusAverage",3
"Chlamydera",154.4,"GenusAverage",13
"Chlamydochaera",59.61,"GenusAverage",1
"Chlamydomonas",0.00015,"GenusAverage",1
"Chlamydosaurus",795.9,"GenusAverage",4
"Chlamydotherium",175000,"GenusAverage",1
"Chlamydotis",1491,"GenusAverage",6
"Chlamyphorus",59.99,"GenusAverage",6
"Chleuasicus",16.83,"GenusAverage",1
"Chlidichthys",0.52,"GenusAverage",1
"Chlidonias",75.33,"GenusAverage",12
"Chloebia",13.8,"GenusAverage",1
"Chloephaga",2383,"GenusAverage",15
"Chlorestes",3.75,"GenusAverage",3
"Chloris",20.76,"GenusAverage",5
"Chlorocebus",4537,"GenusAverage",30
"Chloroceryle",56.71,"GenusAverage",11
"Chlorocharis",13.9,"GenusAverage",2
"Chlorochrysa",19.51,"GenusAverage",6
"Chlorocichla",44.33,"GenusAverage",15
"Chlorodrepanis",14.36,"GenusAverage",6
"Chlorohydra",2e-04,"GenusAverage",1
"Chloropeta",11.05,"GenusAverage",5
"Chlorophanes",18.92,"GenusAverage",3
"Chlorophoneus",35.2,"GenusAverage",5
"Chlorophonia",18.76,"GenusAverage",10
"Chlorophthalmus",289.7,"GenusAverage",2
"Chloropsis",30.47,"GenusAverage",22
"Chlorornis",53,"GenusAverage",2
"Chloroscombrus",10.8,"GenusAverage",0
"Chlorospingus",22.33,"GenusAverage",18
"Chlorostilbon",3.186,"GenusAverage",33
"Chlorotalpa",40.91,"GenusAverage",7
"Chlorothraupis",38.88,"GenusAverage",8
"Chlorurus",2550,"GenusAverage",6
"Chodsigoa",20.76,"GenusAverage",18
"Choerodon",18060,"GenusAverage",2
"Choeroniscus",8.793,"GenusAverage",10
"Choeronycteris",18.26,"GenusAverage",5
"Choeropsis",231300,"GenusAverage",2
"Choloepus",5474,"GenusAverage",16
"Cholornis",34,"GenusAverage",1
"Chondestes",24.8,"GenusAverage",7
"Chondrodactylus",16.94,"GenusAverage",11
"Chondrohierax",281.7,"GenusAverage",6
"Chondrostoma",692.2,"GenusAverage",7
"Chordeiles",71.11,"GenusAverage",14
"Choridactylus",64,"GenusAverage",1
"Chorismus",5.79,"GenusAverage",3
"Choristoneura",0.07848,"GenusAverage",4
"Chorthippus",0.03013,"GenusAverage",2
"Christinus",10.24,"GenusAverage",9
"Chroicocephalus",315.2,"GenusAverage",18
"Chromis",40.7,"GenusAverage",3
"Chromobotia",469,"GenusAverage",2
"Chromulina",3.03e-11,"GenusAverage",1
"Chroococcus",7.745e-10,"GenusAverage",2
"Chrosomus",3.3,"GenusAverage",2
"Chrotogale",3102,"GenusAverage",7
"Chrotomys",140.6,"GenusAverage",14
"Chrotopterus",80.17,"GenusAverage",6
"Chrysaora",1737,"GenusAverage",3
"Chrysemys",293.7,"GenusAverage",6
"Chrysichthys",11020,"GenusAverage",4
"Chrysiptera",60.3,"GenusAverage",1
"Chrysoblephus",1933,"GenusAverage",3
"Chrysochir",394.2,"GenusAverage",1
"Chrysochloris",39.34,"GenusAverage",14
"Chrysococcyx",25.09,"GenusAverage",40
"Chrysocolaptes",174.4,"GenusAverage",10
"Chrysocyon",22810,"GenusAverage",9
"Chrysolampis",4.004,"GenusAverage",3
"Chrysolophus",674.6,"GenusAverage",9
"Chrysomma",18.76,"GenusAverage",4
"Chrysomus",32.33,"GenusAverage",6
"Chrysopelea",274.8,"GenusAverage",10
"Chrysophlegma",129.2,"GenusAverage",3
"Chrysophrys",13800,"GenusAverage",2
"Chrysops",0.005311,"GenusAverage",1
"Chrysospalax",283.9,"GenusAverage",11
"Chrysothlypis",12.91,"GenusAverage",4
"Chrysotoxum",0.0118,"GenusAverage",1
"Chrysotus",1e-04,"GenusAverage",1
"Chrysuronia",4.635,"GenusAverage",5
"Chthonicola",13.43,"GenusAverage",3
"Chunga",1300,"GenusAverage",3
"Cicadella",0.003712,"GenusAverage",1
"Ciccaba",485,"GenusAverage",1
"Cichla",6519,"GenusAverage",8
"Cichladusa",29.16,"GenusAverage",12
"Cichlasoma",137.1,"GenusAverage",3
"Cichlocolaptes",50,"GenusAverage",1
"Cichlopsis",52.27,"GenusAverage",2
"Cicindela",0.07841,"GenusAverage",7
"Cicinnurus",67.12,"GenusAverage",6
"Ciconia",2983,"GenusAverage",29
"Cinclidium",26.16,"GenusAverage",4
"Cinclocerthia",60.86,"GenusAverage",4
"Cinclodes",48.68,"GenusAverage",30
"Cincloramphus",45.68,"GenusAverage",3
"Cinclosoma",71.79,"GenusAverage",24
"Cinclus",51.75,"GenusAverage",21
"Cincticostella",0.01772,"GenusAverage",0
"Cinnycerthia",22.39,"GenusAverage",8
"Cinnyricinclus",44.18,"GenusAverage",7
"Cinnyris",8.584,"GenusAverage",49
"Circaetus",1419,"GenusAverage",19
"Circus",474,"GenusAverage",55
"Cirrhilabrus",2000,"GenusAverage",1
"Cirrhinus",7721,"GenusAverage",6
"Cirrhitichthys",28.73,"GenusAverage",1
"Cissa",145,"GenusAverage",4
"Cissomela",10.08,"GenusAverage",1
"Cissopis",77.35,"GenusAverage",2
"Cisticola",12.46,"GenusAverage",129
"Cistothorus",11.72,"GenusAverage",13
"Cistugo",5.887,"GenusAverage",4
"Citharichthys",24420,"GenusAverage",1
"Citharinus",2042,"GenusAverage",2
"Cittura",147,"GenusAverage",1
"Civettictis",11340,"GenusAverage",9
"Cladonia",50,"GenusAverage",1
"Cladorhynchus",226.9,"GenusAverage",3
"Clamator",106.5,"GenusAverage",9
"Clanga",1599,"GenusAverage",3
"Clangula",719.4,"GenusAverage",7
"Claravis",67.6,"GenusAverage",6
"Clarias",13070,"GenusAverage",8
"Claudius",183.3,"GenusAverage",2
"Cleisthenes",1224,"GenusAverage",2
"Clelia",801.7,"GenusAverage",11
"Clemmys",203.2,"GenusAverage",2
"Clepticus",155.4,"GenusAverage",0
"Cleptornis",20.2,"GenusAverage",2
"Clethra",40000,"GenusAverage",1
"Clethrionomys",23.61,"GenusAverage",8
"Cleyera",497800,"GenusAverage",1
"Clibanornis",47.96,"GenusAverage",2
"Clidoderma",4212,"GenusAverage",2
"Climacteris",29.59,"GenusAverage",22
"Clinocottus",4.993,"GenusAverage",0
"Cliona",4000,"GenusAverage",1
"Clione",0.3996,"GenusAverage",1
"Cliopsis",1.775,"GenusAverage",1
"Cloeon",0.0006172,"GenusAverage",1
"Cloeotis",4.103,"GenusAverage",4
"Clonophis",47.2,"GenusAverage",3
"Closteriopsis",2.166e-10,"GenusAverage",1
"Clubiona",0.005723,"GenusAverage",5
"Clupanodon",200.8,"GenusAverage",2
"Clupea",552.4,"GenusAverage",2
"Clupeonella",24.85,"GenusAverage",4
"Clupisoma",370.6,"GenusAverage",2
"Clyomys",115.5,"GenusAverage",8
"Clypicterus",137.7,"GenusAverage",1
"Clytoceyx",242,"GenusAverage",2
"Clytoctantes",31,"GenusAverage",3
"Clytolaema",7.9,"GenusAverage",2
"Clytomyias",12.3,"GenusAverage",2
"Clytorhynchus",40.22,"GenusAverage",8
"Clytospiza",14.85,"GenusAverage",3
"Cnemarchus",41,"GenusAverage",1
"Cnemaspis",2.608,"GenusAverage",257
"Cnemidophorus",34.82,"GenusAverage",55
"Cnemophilus",104,"GenusAverage",5
"Cnemoscopus",18,"GenusAverage",2
"Cnemotriccus",13.6,"GenusAverage",3
"Cnidoglanis",1937,"GenusAverage",2
"Cnipodectes",29.8,"GenusAverage",3
"Cobitis",18.36,"GenusAverage",15
"Cocconeis",8.698e-10,"GenusAverage",1
"Coccopygia",7,"GenusAverage",3
"Coccothraustes",53.51,"GenusAverage",10
"Coccycolius",69,"GenusAverage",1
"Coccycua",39.18,"GenusAverage",6
"Coccymys",35.18,"GenusAverage",6
"Coccyzus",81.58,"GenusAverage",38
"Cochlearius",676.4,"GenusAverage",4
"Cochlicopa",0.0069,"GenusAverage",1
"Cochoa",111.4,"GenusAverage",6
"Cociella",731.7,"GenusAverage",1
"Cocotropus",5.25,"GenusAverage",1
"Codium",5.75,"GenusAverage",3
"Coeligena",6.89,"GenusAverage",28
"Coelodonta",2829000,"GenusAverage",3
"Coelognathus",592.5,"GenusAverage",9
"Coelops",6.97,"GenusAverage",8
"Coelorinchus",192.6,"GenusAverage",1
"Coenagrion",0.0069,"GenusAverage",2
"Coendou",1954,"GenusAverage",32
"Coenobita",80,"GenusAverage",1
"Coenocorypha",103,"GenusAverage",11
"Coeranoscincus",28.48,"GenusAverage",4
"Coereba",10,"GenusAverage",5
"Coggeria",9.853,"GenusAverage",2
"Coilia",70.13,"GenusAverage",9
"Colaptes",108.3,"GenusAverage",29
"Coleodactylus",0.5305,"GenusAverage",11
"Coleonyx",12.72,"GenusAverage",27
"Coleura",10.64,"GenusAverage",8
"Colibri",6.388,"GenusAverage",12
"Colinus",139.8,"GenusAverage",15
"Colistium",1500,"GenusAverage",1
"Colius",47.46,"GenusAverage",16
"Collichthys",41.95,"GenusAverage",4
"Collocalia",12.02,"GenusAverage",40
"Collorhabdium",5.5,"GenusAverage",1
"Colluricincla",49.97,"GenusAverage",19
"Colobodactylus",4.558,"GenusAverage",4
"Colobonema",13.66,"GenusAverage",1
"Colobosaura",2.498,"GenusAverage",3
"Colobosauroides",1.49,"GenusAverage",4
"Colobus",9445,"GenusAverage",38
"Coloconger",4519,"GenusAverage",1
"Coloeus",227,"GenusAverage",3
"Cololabis",170,"GenusAverage",2
"Colomesus",229.2,"GenusAverage",2
"Colomys",60.99,"GenusAverage",6
"Colonia",17.71,"GenusAverage",3
"Coloptychon",59.5,"GenusAverage",2
"Colopus",4.099,"GenusAverage",5
"Coloradia",0.8565,"GenusAverage",1
"Colorhamphus",10.6,"GenusAverage",2
"Colossoma",33290,"GenusAverage",1
"Coluber",1258,"GenusAverage",25
"Colubroelaps",20.2,"GenusAverage",1
"Columba",327.2,"GenusAverage",95
"Columbina",44.44,"GenusAverage",22
"Colus",21.3,"GenusAverage",1
"Colymbetes",0.114,"GenusAverage",1
"Comephorus",19.2,"GenusAverage",1
"Complicitus",14.28,"GenusAverage",2
"Compsophis",34.39,"GenusAverage",8
"Compsospiza",39.37,"GenusAverage",3
"Compsothraupis",72.49,"GenusAverage",2
"Conchoecia",0.000176,"GenusAverage",1
"Concholepas",461.4,"GenusAverage",1
"Concinnia",13.35,"GenusAverage",19
"Condylura",59.98,"GenusAverage",9
"Conepatus",2081,"GenusAverage",27
"Conger",8808,"GenusAverage",5
"Congolacerta",5.132,"GenusAverage",4
"Congosorex",7.467,"GenusAverage",3
"Congresox",5780,"GenusAverage",1
"Congrogadus",559.7,"GenusAverage",1
"Conilurus",188.2,"GenusAverage",11
"Coniophanes",38.04,"GenusAverage",17
"Conioptilon",90,"GenusAverage",2
"Conirostrum",10.55,"GenusAverage",19
"Connochaetes",167200,"GenusAverage",19
"Conocara",266.5,"GenusAverage",2
"Conocephalus",0.01213,"GenusAverage",2
"Conochiloides",1.6e-07,"GenusAverage",1
"Conochiluides",1.6e-07,"GenusAverage",1
"Conochilus",7.317e-06,"GenusAverage",2
"Conodon",53.2,"GenusAverage",0
"Conolophus",5141,"GenusAverage",10
"Conophis",140.8,"GenusAverage",3
"Conopias",23.78,"GenusAverage",7
"Conopophaga",26.13,"GenusAverage",18
"Conopophila",10.77,"GenusAverage",9
"Conopsis",6.945,"GenusAverage",7
"Conorhynchos",4850,"GenusAverage",1
"Conostoma",84,"GenusAverage",2
"Conothraupis",25.12,"GenusAverage",3
"Conraua",649.2,"GenusAverage",3
"Contia",19.44,"GenusAverage",4
"Contomastix",10.18,"GenusAverage",12
"Contopus",15.75,"GenusAverage",39
"Conuropsis",160,"GenusAverage",3
"Conus",38.8,"GenusAverage",1
"Cookeolus",1144,"GenusAverage",1
"Copadichromis",71.45,"GenusAverage",2
"Copella",0.3008,"GenusAverage",1
"Copeoglossum",29.92,"GenusAverage",11
"Cophecheilus",12.4,"GenusAverage",1
"Cophosaurus",15.6,"GenusAverage",5
"Cophoscincopus",4.68,"GenusAverage",9
"Cophotis",8.108,"GenusAverage",4
"Copsychus",33.94,"GenusAverage",23
"Coptodon",1300,"GenusAverage",1
"Coracias",134.1,"GenusAverage",25
"Coracina",71.15,"GenusAverage",100
"Coracopsis",358,"GenusAverage",7
"Coracornis",35.02,"GenusAverage",2
"Coragyps",1828,"GenusAverage",6
"Corallus",3358,"GenusAverage",12
"Corapipo",10.56,"GenusAverage",6
"Corbicula",0.5358,"GenusAverage",1
"Corcorax",364,"GenusAverage",3
"Cordia",620000,"GenusAverage",1
"Cordulegaster",0.009725,"GenusAverage",1
"Cordylosaurus",3.878,"GenusAverage",2
"Cordylus",16.78,"GenusAverage",52
"Coregonus",2329,"GenusAverage",35
"Coreius",1259,"GenusAverage",3
"Coreobagrus",5.8,"GenusAverage",1
"Coreoleuciscus",30.2,"GenusAverage",1
"Coreoperca",92.4,"GenusAverage",4
"Cormobates",23.6,"GenusAverage",7
"Cormura",9.212,"GenusAverage",4
"Coronelaps",29.1,"GenusAverage",1
"Coronella",77.96,"GenusAverage",6
"Correlophus",38.94,"GenusAverage",6
"Corucia",1045,"GenusAverage",4
"Corvinella",73.99,"GenusAverage",3
"Corvus",474.4,"GenusAverage",149
"Corydalus",0.01,"GenusAverage",0
"Corydon",140,"GenusAverage",2
"Corydoras",4.909,"GenusAverage",12
"Corynoneura",3.54e-06,"GenusAverage",1
"Corynopoma",4.693,"GenusAverage",0
"Corynorhinus",9.373,"GenusAverage",14
"Coryphaena",9186,"GenusAverage",1
"Coryphaennoides",450,"GenusAverage",1
"Coryphaenoides",869.8,"GenusAverage",4
"Coryphaspiza",15.7,"GenusAverage",2
"Coryphistera",29.88,"GenusAverage",2
"Coryphomys",1597,"GenusAverage",2
"Coryphophylax",27.72,"GenusAverage",4
"Coryphopterus",4.223,"GenusAverage",0
"Coryphospingus",14.71,"GenusAverage",4
"Corystes",19,"GenusAverage",1
"Corythaeola",957.6,"GenusAverage",3
"Corythaixoides",240.7,"GenusAverage",9
"Corythoichthys",1.8,"GenusAverage",1
"Corythopis",14.51,"GenusAverage",4
"Corythornis",16.42,"GenusAverage",5
"Corytophanes",1848,"GenusAverage",8
"Coscinasterias",424.5,"GenusAverage",0
"Coscoroba",4270,"GenusAverage",4
"Coslenchus",1.36e-07,"GenusAverage",1
"Cosmarium",3.71e-09,"GenusAverage",1
"Cosmasterias",250,"GenusAverage",0
"Cosmopsarus",59.07,"GenusAverage",4
"Cossypha",35.11,"GenusAverage",45
"Cossyphicula",34,"GenusAverage",1
"Costaria",39,"GenusAverage",1
"Cosymbotus",2.815,"GenusAverage",1
"Cotinga",63.39,"GenusAverage",15
"Cottiusculus",5.1,"GenusAverage",1
"Cottocomephorus",52,"GenusAverage",1
"Cottunculus",14.65,"GenusAverage",0
"Cottus",42.54,"GenusAverage",20
"Coturnicops",44.83,"GenusAverage",9
"Coturnix",92.92,"GenusAverage",31
"Coua",212.4,"GenusAverage",17
"Couesius",119,"GenusAverage",1
"Cracticus",123.8,"GenusAverage",17
"Crangon",0.7,"GenusAverage",1
"Cranioleuca",16.24,"GenusAverage",41
"Cranoglanis",2200,"GenusAverage",2
"Craseonycteris",2.043,"GenusAverage",5
"Craspedacusta",2.5,"GenusAverage",1
"Craterocephalus",1.219,"GenusAverage",2
"Crateromys",751.7,"GenusAverage",10
"Crateroscelis",15.77,"GenusAverage",6
"Cratogeomys",307.9,"GenusAverage",31
"Craugastor",13.28,"GenusAverage",1
"Crax",2990,"GenusAverage",20
"CrayVertebrate",50,"GenusAverage",1
"Creagrus",687,"GenusAverage",2
"Creagrutus",4.4,"GenusAverage",2
"Creatophora",73.23,"GenusAverage",3
"Crecopsis",127.1,"GenusAverage",3
"Cremnomys",50.33,"GenusAverage",7
"Crenadactylus",0.7083,"GenusAverage",9
"Crenichthys",8.9,"GenusAverage",1
"Crenicichla",254.5,"GenusAverage",10
"Crenimugil",4481,"GenusAverage",1
"Creteuchiloglanis",40.45,"GenusAverage",2
"Creurgops",21.88,"GenusAverage",4
"Crex",139.8,"GenusAverage",5
"Cribroheros",56.94,"GenusAverage",0
"Cricetomys",1352,"GenusAverage",13
"Cricetulus",29.11,"GenusAverage",18
"Cricetus",412.7,"GenusAverage",9
"Cricosaura",1.211,"GenusAverage",2
"Cricotopus",1.64e-05,"GenusAverage",1
"Crinifer",449.7,"GenusAverage",5
"Criniger",34.83,"GenusAverage",13
"Crisantophis",171.7,"GenusAverage",1
"Crithagra",17.1,"GenusAverage",36
"Crocias",45,"GenusAverage",2
"Crocidura",12.25,"GenusAverage",463
"Crocodilurus",804.1,"GenusAverage",3
"Crocodylus",198900,"GenusAverage",29
"Crocuta",58010,"GenusAverage",12
"Crossarchus",1042,"GenusAverage",18
"Crossaster",81,"GenusAverage",0
"Crossleyia",19.68,"GenusAverage",2
"Crossobamon",4.701,"GenusAverage",5
"Crossocheilus",67.9,"GenusAverage",5
"Crossodactylus",4.1,"GenusAverage",0
"Crossomys",166.1,"GenusAverage",4
"Crossoptilon",1940,"GenusAverage",11
"Crossorhombus",40.37,"GenusAverage",3
"Crossota",0.571,"GenusAverage",1
"Crotalus",993.8,"GenusAverage",81
"Crotaphopeltis",53.46,"GenusAverage",12
"Crotaphytus",45.39,"GenusAverage",33
"Crotophaga",113,"GenusAverage",12
"Crunomys",41.86,"GenusAverage",9
"Cryodraco",250.7,"GenusAverage",1
"Cryophis",74.6,"GenusAverage",1
"Crypsirina",157,"GenusAverage",2
"Cryptacanthodes",52,"GenusAverage",1
"Cryptachaea",0.022,"GenusAverage",0
"Cryptactites",0.592,"GenusAverage",2
"Cryptagama",2.999,"GenusAverage",2
"Cryptillas",10,"GenusAverage",1
"Cryptobium",2e-04,"GenusAverage",1
"Cryptoblepharus",1.595,"GenusAverage",129
"Cryptobranchus",1003,"GenusAverage",4
"Cryptocentrus",8.5,"GenusAverage",1
"Cryptochelys",338.2,"GenusAverage",6
"Cryptochloris",23.78,"GenusAverage",5
"Cryptoheros",37.4,"GenusAverage",1
"Cryptoleucopteryx",482,"GenusAverage",1
"Cryptomonas",7.624e-10,"GenusAverage",4
"Cryptomys",138.3,"GenusAverage",34
"Cryptonanus",21.07,"GenusAverage",6
"Cryptophaps",467,"GenusAverage",1
"Cryptophis",152.8,"GenusAverage",8
"Cryptoprocta",13500,"GenusAverage",10
"Cryptopsaras",7.9,"GenusAverage",1
"Cryptospiza",14.06,"GenusAverage",11
"Cryptosylvicola",8.587,"GenusAverage",2
"Cryptotis",8.67,"GenusAverage",83
"Crypturellus",400.5,"GenusAverage",47
"Crystallogobius",0.8,"GenusAverage",1
"Ctenoblepharys",11.18,"GenusAverage",2
"Ctenochaetus",282.7,"GenusAverage",3
"Ctenodactylus",226.7,"GenusAverage",12
"Ctenogobius",3.96,"GenusAverage",1
"Ctenolabrus",71.7,"GenusAverage",1
"Ctenomys",253.4,"GenusAverage",202
"Ctenopharyngodon",13270,"GenusAverage",3
"Ctenophorus",18.35,"GenusAverage",72
"Ctenopoma",68.75,"GenusAverage",1
"Ctenosaura",1121,"GenusAverage",40
"Ctenosciaena",77.2,"GenusAverage",1
"Ctenotrypauchen",20,"GenusAverage",2
"Ctenotus",8.679,"GenusAverage",232
"Cubiceps",317,"GenusAverage",3
"Cubophis",266.7,"GenusAverage",6
"Cuculus",87.73,"GenusAverage",39
"Cuenotaster",83.49,"GenusAverage",1
"Culaea",7.8,"GenusAverage",1
"Culex",0.0008218,"GenusAverage",2
"Culicicapa",8.017,"GenusAverage",5
