"taxon","mass_g","source_mass","n"
"Laniisoma",47.58,"GenusAverage",4
"Lanio",29.36,"GenusAverage",8
"Laniocera",49.66,"GenusAverage",5
"Lanioturdus",32.18,"GenusAverage",3
"Lanius",41.03,"GenusAverage",89
"Lankascincus",3.137,"GenusAverage",20
"Lanthanotus",769.3,"GenusAverage",2
"Laonastes",375,"GenusAverage",1
"Laotriton",45,"GenusAverage",1
"Larimichthys",2261,"GenusAverage",4
"Larimus",271.1,"GenusAverage",1
"Larinioides",0.0652,"GenusAverage",3
"Lariscus",184.9,"GenusAverage",15
"Larosterna",212.5,"GenusAverage",3
"Larus",662.5,"GenusAverage",163
"Larutia",20.76,"GenusAverage",14
"Larvivora",18.03,"GenusAverage",5
"Lasionycteris",10.45,"GenusAverage",7
"Lasiopodomys",52.31,"GenusAverage",9
"Lasiorhinus",34360,"GenusAverage",17
"Lasiurus",15.82,"GenusAverage",54
"Latastia",11.46,"GenusAverage",20
"Lateolabrax",13130,"GenusAverage",2
"Laterallus",42.03,"GenusAverage",22
"Lates",29830,"GenusAverage",14
"Lathamus",64.68,"GenusAverage",4
"Lathrobium",6e-04,"GenusAverage",1
"Lathrotriccus",11.2,"GenusAverage",4
"Laticauda",418.5,"GenusAverage",19
"Latidens",52.6,"GenusAverage",2
"Latimeria",53140,"GenusAverage",4
"Latoucheornis",17.99,"GenusAverage",1
"Latris",8789,"GenusAverage",1
"Latrodectus",12.79,"GenusAverage",2
"Laubuka",7.211,"GenusAverage",1
"Laudakia",91,"GenusAverage",22
"Lavia",26.41,"GenusAverage",5
"Leathesia",0.014,"GenusAverage",1
"Lechriodus",14.3,"GenusAverage",1
"Ledella",0.0118,"GenusAverage",1
"Lefua",4.467,"GenusAverage",3
"Legatus",23.49,"GenusAverage",5
"Leggadina",18.42,"GenusAverage",12
"Leiarius",11130,"GenusAverage",1
"Leichhardteus",0.049,"GenusAverage",0
"Leimacomys",56.66,"GenusAverage",4
"Leiocassis",5000,"GenusAverage",1
"Leiocephalus",46.73,"GenusAverage",70
"Leiognathus",126.5,"GenusAverage",2
"Leioheterodon",369.3,"GenusAverage",4
"Leiolepis",155.8,"GenusAverage",25
"Leiolopisma",344.5,"GenusAverage",8
"Leiopelma",7.55,"GenusAverage",2
"Leiopotherapon",531.7,"GenusAverage",1
"Leiosaurus",43.89,"GenusAverage",8
"Leiostomus",285.5,"GenusAverage",1
"Leiothlypis",8.6,"GenusAverage",7
"Leiothrix",24.92,"GenusAverage",7
"Leipoa",1934,"GenusAverage",4
"Leiurus",1.75,"GenusAverage",1
"Lema",0.0028,"GenusAverage",1
"Lemmiscus",27.99,"GenusAverage",6
"Lemmus",63.4,"GenusAverage",22
"Lemniscomys",42.92,"GenusAverage",38
"Lemur",2393,"GenusAverage",10
"Lemuresthes",8.2,"GenusAverage",1
"Lemuriatyphlops",4,"GenusAverage",3
"Lenomys",480,"GenusAverage",1
"Lenothrix",149.2,"GenusAverage",6
"Lenoxus",53.6,"GenusAverage",4
"Leognathus",41.67,"GenusAverage",1
"Leonardina",21,"GenusAverage",1
"Leontocebus",370,"GenusAverage",9
"Leontopithecus",622.8,"GenusAverage",32
"Leopardus",4738,"GenusAverage",53
"Leopoldamys",353.5,"GenusAverage",19
"Lepidion",14700,"GenusAverage",1
"Lepidobatrachus",13.81,"GenusAverage",2
"Lepidoblepharis",1.213,"GenusAverage",41
"Lepidocephalichthys",12.04,"GenusAverage",3
"Lepidocharax",1.3,"GenusAverage",1
"Lepidochelys",31080,"GenusAverage",9
"Lepidocolaptes",29.4,"GenusAverage",17
"Lepidodactylus",2.585,"GenusAverage",75
"Lepidonotothen",33.36,"GenusAverage",4
"Lepidonotus",0.1,"GenusAverage",0
"Lepidophanes",4.4,"GenusAverage",1
"Lepidophyma",16.21,"GenusAverage",47
"Lepidopsetta",1840,"GenusAverage",2
"Lepidopyga",4.067,"GenusAverage",6
"Lepidorhombus",634.2,"GenusAverage",4
"Lepidosiren",810.3,"GenusAverage",1
"Lepidostoma",0.0028,"GenusAverage",0
"Lepidoteuthis",6641,"GenusAverage",2
"Lepidothrix",8.507,"GenusAverage",16
"Lepidothyris",109.5,"GenusAverage",6
"Lepidotrigla",125,"GenusAverage",3
"Lepilemur",833.6,"GenusAverage",108
"Lepisosteus",11150,"GenusAverage",11
"Lepomis",627.6,"GenusAverage",14
"Leporacanthicus",268,"GenusAverage",1
"Leporellus",570,"GenusAverage",1
"Leporillus",241.4,"GenusAverage",11
"Leporinus",489.8,"GenusAverage",12
"Leposoma",1.312,"GenusAverage",27
"Leposternon",109.3,"GenusAverage",11
"Lepsiella",2,"GenusAverage",0
"Leptagonus",10,"GenusAverage",0
"Leptailurus",9830,"GenusAverage",11
"Leptasterias",48.77,"GenusAverage",1
"Leptasthenura",10.95,"GenusAverage",20
"Lepthyphantes",0.000225,"GenusAverage",1
"Leptobarbus",6993,"GenusAverage",1
"Leptobotia",468.3,"GenusAverage",6
"Leptobrachella",2.1,"GenusAverage",1
"Leptobrachium",23.9,"GenusAverage",4
"Leptochilichthys",335.1,"GenusAverage",1
"Leptoclinus",17.3,"GenusAverage",1
"Leptocoma",7.375,"GenusAverage",6
"Leptocorisa",0.0473,"GenusAverage",1
"Leptocottus",33,"GenusAverage",1
"Leptodactylodon",0.833,"GenusAverage",2
"Leptodactylus",73.98,"GenusAverage",6
"Leptodeira",116.4,"GenusAverage",18
"Leptoderma",44.87,"GenusAverage",3
"Leptodiaptomus",8.8e-06,"GenusAverage",1
"Leptodius",9.5,"GenusAverage",1
"Leptodon",525.3,"GenusAverage",4
"Leptodora",1e-04,"GenusAverage",1
"Leptodoras",114,"GenusAverage",1
"Leptodrymus",109.9,"GenusAverage",1
"Leptomys",67.18,"GenusAverage",10
"Leptonychotes",419300,"GenusAverage",1
"Leptonycteris",23.66,"GenusAverage",14
"Leptopelis",4.72,"GenusAverage",9
"Leptophis",292.2,"GenusAverage",14
"Leptophryne",2.477,"GenusAverage",1
"Leptopoecile",6.565,"GenusAverage",4
"Leptopogon",11.99,"GenusAverage",8
"Leptopterus",20.24,"GenusAverage",2
"Leptoptilos",6023,"GenusAverage",9
"Leptoscarus",657,"GenusAverage",1
"Leptoseps",0.6438,"GenusAverage",4
"Leptosiaphos",3.536,"GenusAverage",36
"Leptosittaca",66.48,"GenusAverage",1
"Leptosomus",257.9,"GenusAverage",2
"Leptotila",163.4,"GenusAverage",25
"Leptotyphlops",2.085,"GenusAverage",36
"Lepturichthys",27.75,"GenusAverage",2
"Lepturophis",365.1,"GenusAverage",2
"Lepus",2544,"GenusAverage",186
"Lerista",2.203,"GenusAverage",202
"Lerwa",574.4,"GenusAverage",2
"Lesbia",4.506,"GenusAverage",6
"Lessonia",13.54,"GenusAverage",4
"Lesteva",0.000584,"GenusAverage",1
"Lestidiops",3.95,"GenusAverage",2
"Lestodelphys",76.76,"GenusAverage",4
"Lestodon",3397000,"GenusAverage",2
"Lestoros",23.52,"GenusAverage",5
"Lestrolepis",5.9,"GenusAverage",1
"Lesueurigobius",10.1,"GenusAverage",2
"Letheobia",42.6,"GenusAverage",30
"Lethrinops",31.75,"GenusAverage",2
"Lethrinus",4472,"GenusAverage",8
"Leucalburnus",45.82,"GenusAverage",1
"Leucaspius",6.3,"GenusAverage",1
"Leucauge",0.04082,"GenusAverage",0
"Leucichthys",88.84,"GenusAverage",2
"Leucippus",5.478,"GenusAverage",14
"Leuciscus",3899,"GenusAverage",12
"Leucocarbo",2449,"GenusAverage",16
"Leucochloris",6.3,"GenusAverage",2
"Leucogeranus",5913,"GenusAverage",1
"Leucopeza",19.75,"GenusAverage",1
"Leucophaeus",359.4,"GenusAverage",8
"Leucopsar",92.38,"GenusAverage",4
"Leucopsarion",0.6,"GenusAverage",1
"Leucoptera",6e-04,"GenusAverage",2
"Leucopternis",597,"GenusAverage",14
"Leucoraja",8283,"GenusAverage",1
"Leucorchestris",4.5,"GenusAverage",0
"Leucos",355.7,"GenusAverage",1
"Leucosarcia",431,"GenusAverage",4
"Leucosticte",27.15,"GenusAverage",26
"Leuctra",0.0001284,"GenusAverage",2
"Leuresthes",42.6,"GenusAverage",1
"Leuroglossus",42.49,"GenusAverage",0
"Leurognathus",19,"GenusAverage",1
"Lewinia",93.16,"GenusAverage",8
"Liachirus",41,"GenusAverage",1
"Lialis",22.08,"GenusAverage",5
"Liasis",17090,"GenusAverage",7
"Libellula",0.0793,"GenusAverage",2
"Liberiictis",2106,"GenusAverage",5
"Liburnascincus",5.151,"GenusAverage",9
"Lichanura",447.9,"GenusAverage",3
"Lichenostomus",24.31,"GenusAverage",40
"Lichia",50000,"GenusAverage",0
"Lichmera",10.94,"GenusAverage",19
"Lichonycteris",5.9,"GenusAverage",4
"Ligidium",0.001767,"GenusAverage",1
"Lile",34.85,"GenusAverage",1
"Limacina",0.00396,"GenusAverage",1
"Limanda",618.9,"GenusAverage",7
"Limecoma",0.007845,"GenusAverage",1
"Limicola",37.08,"GenusAverage",4
"Limnephilidae",0.003266,"GenusAverage",1
"Limnephilus",4.23e-05,"GenusAverage",1
"Limnia",0.001277,"GenusAverage",1
"Limnius",0.0006734,"GenusAverage",1
"Limnobaris",0.0046,"GenusAverage",1
"Limnoctites",18.5,"GenusAverage",2
"Limnodromus",128.1,"GenusAverage",15
"Limnogale",79.45,"GenusAverage",6
"Limnomys",63.17,"GenusAverage",3
"Limnonectes",21.02,"GenusAverage",13
"Limnophila",0.000104,"GenusAverage",1
"Limnophis",38.15,"GenusAverage",2
"Limnophora",0.0006069,"GenusAverage",1
"Limnornis",28.58,"GenusAverage",2
"Limnothlypis",13.12,"GenusAverage",5
"Limonia",0.0002125,"GenusAverage",1
"Limosa",280.6,"GenusAverage",23
"Limosina",0.000126,"GenusAverage",1
"Limothrips",8.54e-05,"GenusAverage",1
"Linaria",15.51,"GenusAverage",4
"Linckia",13.5,"GenusAverage",1
"Liniparhomaloptera",3.1,"GenusAverage",1
"Linurgus",21.14,"GenusAverage",3
"Liobagrus",14.09,"GenusAverage",13
"Liocarcinus",48.98,"GenusAverage",2
"Liocichla",41.28,"GenusAverage",9
"Liocranoides",0.1455,"GenusAverage",0
"Liodytes",88.03,"GenusAverage",3
"Lioheterophis",12.6,"GenusAverage",1
"Liolaemus",16.01,"GenusAverage",588
"Liomys",49.34,"GenusAverage",25
"Lionycteris",8.544,"GenusAverage",4
"Lioparus",5.5,"GenusAverage",1
"Liopeltis",33.39,"GenusAverage",7
"Liophidium",37.69,"GenusAverage",10
"Liophis",18.42,"GenusAverage",3
"Liopholidophis",137.4,"GenusAverage",13
"Liopholis",40.28,"GenusAverage",29
"Liopsetta",25,"GenusAverage",0
"Lioptilus",29.53,"GenusAverage",2
"Liosceles",40.48,"GenusAverage",2
"Lioscincus",12.3,"GenusAverage",9
"Liotyphlops",12.56,"GenusAverage",9
"Liparis",1016,"GenusAverage",4
"Lipaugus",90.84,"GenusAverage",14
"Lipinia",1.894,"GenusAverage",63
"Lipolagus",45,"GenusAverage",1
"Lipotes",94040,"GenusAverage",8
"Lirabuccinum",50,"GenusAverage",0
"Liriodendron",1500000,"GenusAverage",1
"Lissarca",0.05203,"GenusAverage",2
"Lissemys",1445,"GenusAverage",4
"Lissodelphis",137600,"GenusAverage",11
"Lissolepis",55.59,"GenusAverage",5
"Lissonycteris",72.5,"GenusAverage",4
"Lissotis",1143,"GenusAverage",2
"Lissotriton",1.905,"GenusAverage",7
"Lithobates",102.9,"GenusAverage",14
"Lithobius",0.02038,"GenusAverage",2
"Lithodes",536.3,"GenusAverage",2
"Lithodoras",15000,"GenusAverage",0
"Lithognathus",10310,"GenusAverage",2
"Lithrinus",730,"GenusAverage",1
"Litocranius",35970,"GenusAverage",9
"Litoria",7.445,"GenusAverage",3
"Litsea",2257000,"GenusAverage",1
"Littorina",0.115,"GenusAverage",1
"Liza",1008,"GenusAverage",4
"Lobianchia",2.2,"GenusAverage",1
"Lobocheilos",69.3,"GenusAverage",1
"Lobodon",201600,"GenusAverage",11
"Loboparadisea",63.17,"GenusAverage",3
"Lobotes",3836,"GenusAverage",1
"Lobotos",33.1,"GenusAverage",2
"Lobulia",5.453,"GenusAverage",13
"Lochmias",22.06,"GenusAverage",2
"Locustella",15.67,"GenusAverage",42
"Loddigesia",3,"GenusAverage",2
"Loligo",159.8,"GenusAverage",3
"Loliolus",22.5,"GenusAverage",2
"Lonchogenys",8.9,"GenusAverage",1
"Lonchophylla",13.18,"GenusAverage",25
"Lonchorhi",14.21,"GenusAverage",1
"Lonchorhina",13.97,"GenusAverage",14
"Lonchothrix",138.2,"GenusAverage",5
"Lonchura",12.62,"GenusAverage",86
"Lontra",19330,"GenusAverage",25
"Lophaetus",1113,"GenusAverage",3
"Lophaster",34.6,"GenusAverage",1
"Lophiodes",1611,"GenusAverage",2
"Lophiogobius",10.95,"GenusAverage",2
"Lophiomys",755,"GenusAverage",7
"Lophiosilurus",4327,"GenusAverage",2
"Lophius",21750,"GenusAverage",8
"Lophocalotes",21.26,"GenusAverage",4
"Lophocebus",6832,"GenusAverage",19
"Lophoceros",103.8,"GenusAverage",1
"Lophochroa",407.5,"GenusAverage",1
"Lophodytes",529.9,"GenusAverage",6
"Lophognathus",57.43,"GenusAverage",10
"Lophoictinia",468.9,"GenusAverage",4
"Lopholaimus",492.6,"GenusAverage",4
"Lopholatilus",16500,"GenusAverage",1
"Lophonectes",84.8,"GenusAverage",1
"Lophonetta",984.5,"GenusAverage",2
"Lophophanes",12.29,"GenusAverage",4
"Lophophorus",2509,"GenusAverage",9
"Lophorina",77.04,"GenusAverage",2
"Lophornis",2.696,"GenusAverage",19
"Lophosaurus",221.1,"GenusAverage",3
"Lophospingus",16.13,"GenusAverage",4
"Lophostoma",20.22,"GenusAverage",22
"Lophostrix",503.3,"GenusAverage",2
"Lophotibis",583,"GenusAverage",1
"Lophotis",692.2,"GenusAverage",3
"Lophotriccus",6.652,"GenusAverage",8
"Lophotriorchis",807.2,"GenusAverage",2
"Lophozosterops",20.75,"GenusAverage",8
"Lophozozymus",100,"GenusAverage",1
"Lophura",1158,"GenusAverage",25
"Lophuromys",50.05,"GenusAverage",39
"Lorentzimys",14.28,"GenusAverage",4
"Loricariichthys",169.7,"GenusAverage",4
"Loriculus",29.7,"GenusAverage",23
"Loris",240.2,"GenusAverage",16
"Lorius",165.9,"GenusAverage",16
"Lota",22890,"GenusAverage",4
"Loveridgea",3.04,"GenusAverage",4
"Loveridgelaps",296.2,"GenusAverage",2
"Lovettia",5.6,"GenusAverage",1
"Loxia",38.19,"GenusAverage",24
"Loxigilla",22.1,"GenusAverage",9
"Loxioides",37.88,"GenusAverage",5
"Loxipasser",11.42,"GenusAverage",2
"Loxocemus",1571,"GenusAverage",1
"Loxodonta",4336000,"GenusAverage",16
"Loxodontomys",57.53,"GenusAverage",5
"Loxopholis",2.069,"GenusAverage",13
"Loxops",12.01,"GenusAverage",13
"Loxosceles",0.09777,"GenusAverage",0
"Loxostege",0.0843,"GenusAverage",1
"Lubuya",76.34,"GenusAverage",1
"Lucania",0.4616,"GenusAverage",0
"Lucasium",4.248,"GenusAverage",26
"Lucifer",0.0012,"GenusAverage",1
"Luciobarbus",8214,"GenusAverage",13
"Luciogobius",1.625,"GenusAverage",4
"Luciopimelodus",15700,"GenusAverage",1
"Luciosoma",98.2,"GenusAverage",2
"Lugensa",357,"GenusAverage",1
"Luidia",88.26,"GenusAverage",1
"Luidiaster",3.41,"GenusAverage",1
"Lullula",26.6,"GenusAverage",5
"Lumbriculidae",0.0002269,"GenusAverage",1
"Lumbricus",8.9,"GenusAverage",1
"Lumbrinereis",8.63,"GenusAverage",1
"Lumpenus",83.96,"GenusAverage",0
"Lundomys",238.5,"GenusAverage",4
"Luperosaurus",7.419,"GenusAverage",26
"Lurocalis",79.1,"GenusAverage",4
"Luscinia",19.69,"GenusAverage",31
"Lutjanus",6735,"GenusAverage",43
"Lutra",7066,"GenusAverage",18
"Lutreolina",446.7,"GenusAverage",8
"Lutrogale",9105,"GenusAverage",9
"Luvarus",155200,"GenusAverage",1
"Luxilus",10,"GenusAverage",0
"Lybius",60.77,"GenusAverage",30
"Lycalopex",5588,"GenusAverage",31
"Lycaon",20740,"GenusAverage",12
"Lycenchelys",200,"GenusAverage",1
"Lycengraulis",38.8,"GenusAverage",1
"Lychnorhiza",207.7,"GenusAverage",1
"Lyciasalamandra",31.9,"GenusAverage",2
"Lycocorax",284.7,"GenusAverage",2
"Lycodes",6195,"GenusAverage",5
"Lycodon",124.3,"GenusAverage",60
"Lycodonomorphus",297.9,"GenusAverage",9
"Lycodryas",103.8,"GenusAverage",10
"Lycognathophis",518.2,"GenusAverage",1
"Lycophidion",29.2,"GenusAverage",26
"Lycopodium",20,"GenusAverage",1
"Lycosa",0.1537,"GenusAverage",0
"Lycothrissa",144.3,"GenusAverage",1
"Lygisaurus",0.9245,"GenusAverage",29
"Lygodactylus",1.186,"GenusAverage",142
"Lygophis",74.3,"GenusAverage",12
"Lygosoma",17.78,"GenusAverage",65
"Lymantria",0.6162,"GenusAverage",2
"Lymnaea",0.8886,"GenusAverage",2
"Lymnea",0.002146,"GenusAverage",1
"Lymnocryptes",50.83,"GenusAverage",5
"Lyncodon",287.3,"GenusAverage",5
"Lyncornis",114.2,"GenusAverage",2
"Lynx",13090,"GenusAverage",40
"Lyonia",11000,"GenusAverage",1
"Lyriocephalus",225.7,"GenusAverage",2
"Lyrurus",946.5,"GenusAverage",4
"Lysasterias",19.5,"GenusAverage",1
"Lytorhynchus",13.6,"GenusAverage",6
"Mabuya",16.26,"GenusAverage",29
"Macaca",7817,"GenusAverage",163
"Macaranga",1105000,"GenusAverage",6
"Maccullochella",43340,"GenusAverage",3
"Macgregoria",226.2,"GenusAverage",2
"Machaerirhynchus",11.23,"GenusAverage",5
"Machaeropterus",10.35,"GenusAverage",7
"Macheiramphus",650,"GenusAverage",3
"Machetornis",29.95,"GenusAverage",2
"Machlolophus",15.85,"GenusAverage",6
"Mackenziaena",60.69,"GenusAverage",4
"Macoma",0.9426,"GenusAverage",1
"Macquaria",8331,"GenusAverage",4
"Macrauchenia",891200,"GenusAverage",2
"Macrelaps",251.4,"GenusAverage",1
"Macrhybopsis",88.1,"GenusAverage",2
"Macroagelaius",97.4,"GenusAverage",4
"Macrobrachium",82.1,"GenusAverage",7
"Macrocalamus",19.3,"GenusAverage",9
"Macrocephalon",1574,"GenusAverage",3
"Macrocheira",15800,"GenusAverage",2
"Macrochelys",63220,"GenusAverage",5
"Macrochirichthys",8514,"GenusAverage",1
"Macroderma",132.1,"GenusAverage",6
"Macrodipteryx",57.8,"GenusAverage",6
"Macrodon",39.7,"GenusAverage",0
"Macrogalidia",4287,"GenusAverage",5
"Macroglossus",19.22,"GenusAverage",10
"Macrognathus",60.82,"GenusAverage",6
"Macronectes",4182,"GenusAverage",9
"Macronous",16.09,"GenusAverage",6
"Macronus",14.37,"GenusAverage",4
"Macronyx",46.28,"GenusAverage",21
"Macropelopia",0.0001571,"GenusAverage",1
"Macropharyngodon",19.6,"GenusAverage",1
"Macropholidus",3.2,"GenusAverage",8
"Macrophyllum",8.305,"GenusAverage",5
"Macropinna",42.2,"GenusAverage",0
"Macropisthodon",234.2,"GenusAverage",5
"Macropodus",4.275,"GenusAverage",4
"Macropolepia",0.0001033,"GenusAverage",1
"Macroprotodon",52.65,"GenusAverage",7
"Macropsalis",139,"GenusAverage",1
"Macroptychaster",158.2,"GenusAverage",1
"Macropus",35100,"GenusAverage",141
"Macropygia",168.9,"GenusAverage",20
"Macroramphosus",53.83,"GenusAverage",2
"Macrorhamphosodes",92.2,"GenusAverage",1
"Macroscelides",35.67,"GenusAverage",11
"Macrosiphum",3e-04,"GenusAverage",1
"Macrosphenus",14.43,"GenusAverage",15
"Macrotarsomys",63.65,"GenusAverage",10
"Macrotis",821.7,"GenusAverage",14
"Macrotocinclus",1.1,"GenusAverage",1
"Macrotritopus",56.4,"GenusAverage",1
"Macrotus",13.15,"GenusAverage",12
"Macrourus",4801,"GenusAverage",4
"Macrovipera",1948,"GenusAverage",5
"Macrozoraces",1000,"GenusAverage",1
"Macruromys",229.7,"GenusAverage",6
"Macruronus",3912,"GenusAverage",2
"Madagascarophis",84.75,"GenusAverage",5
"Madanga",15,"GenusAverage",1
"Madascincus",8.359,"GenusAverage",22
"Madatyphlops",28.98,"GenusAverage",13
"Madoqua",4263,"GenusAverage",30
"Madromys",98.7,"GenusAverage",3
"Magallana",173.1,"GenusAverage",1
"Magistrate",500,"GenusAverage",1
"Magliophis",23.9,"GenusAverage",2
"Magnisudis",500,"GenusAverage",1
"Magumma",9.525,"GenusAverage",2
"Makaira",217900,"GenusAverage",1
"Makalata",296.1,"GenusAverage",23
"Malacanthus",196.7,"GenusAverage",1
"Malaclemys",656,"GenusAverage",5
"Malacochersus",422.1,"GenusAverage",2
"Malacocincla",24.81,"GenusAverage",9
"Malacocottus",1240,"GenusAverage",1
"Malacomys",82.01,"GenusAverage",10
"Malaconotus",81.38,"GenusAverage",16
"Malacopteron",21.76,"GenusAverage",12
"Malacoptila",47.31,"GenusAverage",15
"Malacorhynchus",376.2,"GenusAverage",4
"Malacosoma",0.2167,"GenusAverage",2
"Malacothrix",14.03,"GenusAverage",5
"Malapterurus",11560,"GenusAverage",3
"Malayodracon",138.3,"GenusAverage",1
"Malayopython",92600,"GenusAverage",4
"Malayotyphlops",10.91,"GenusAverage",9
"Malcorus",10.28,"GenusAverage",3
"Malenchus",3.1e-08,"GenusAverage",1
"Malia",94.46,"GenusAverage",1
"Malimbus",41.82,"GenusAverage",23
"Mallomonas",1.205e-09,"GenusAverage",2
"Mallomys",1689,"GenusAverage",16
"Mallotus",35.91,"GenusAverage",3
"Malpaisomys",40,"GenusAverage",1
"Malpolon",1950,"GenusAverage",4
"Malurus",9.717,"GenusAverage",50
"Mammelomys",156,"GenusAverage",8
"Mammut",6775000,"GenusAverage",3
"Mammuthus",6640000,"GenusAverage",9
"Manacus",17.41,"GenusAverage",12
"Manciola",20.18,"GenusAverage",2
"Mandingoa",9.915,"GenusAverage",3
"Mandrillus",17700,"GenusAverage",18
"Manduca",2,"GenusAverage",1
"Mangora",7.448e-05,"GenusAverage",1
"Manis",12770,"GenusAverage",47
"Manolepis",72.5,"GenusAverage",1
"Manorina",50.13,"GenusAverage",12
"Manouria",15020,"GenusAverage",4
"Manta",1475000,"GenusAverage",2
"Mantella",1.7,"GenusAverage",2
"Mantheyus",24.1,"GenusAverage",2
"Manucerthia",14.42,"GenusAverage",1
"Manucodia",248.7,"GenusAverage",10
"Maokopia",1e+05,"GenusAverage",2
"Maracaiba",15.7,"GenusAverage",2
"Marcusenius",296.8,"GenusAverage",2
"Mareca",777.1,"GenusAverage",3
"Margaretamys",74.49,"GenusAverage",6
"Margarobyas",95.35,"GenusAverage",1
"Margaroperdix",238.8,"GenusAverage",2
"Margarops",83.12,"GenusAverage",4
"Margarornis",18.89,"GenusAverage",10
"Marinussaurus",3.989,"GenusAverage",2
"Marisora",13.88,"GenusAverage",16
"Marmaronetta",507.3,"GenusAverage",4
"Marmorosphax",4.105,"GenusAverage",10
"Marmosa",79.19,"GenusAverage",49
"Marmosops",34.03,"GenusAverage",50
"Marmota",4982,"GenusAverage",81
"Marpissa",0.05093,"GenusAverage",2
"Martes",1709,"GenusAverage",67
"Martialia",229.8,"GenusAverage",1
"Masasteron",0.007,"GenusAverage",0
"Masius",11.26,"GenusAverage",2
"Massoutiera",191.1,"GenusAverage",6
"Mastacembelus",989.4,"GenusAverage",4
"Mastacomys",125.1,"GenusAverage",4
"Masticophis",131.2,"GenusAverage",5
"Mastigias",35,"GenusAverage",1
"Mastigodryas",277.5,"GenusAverage",14
"Mastigoteuthis",83.86,"GenusAverage",2
"Mastomys",50.37,"GenusAverage",27
"Masturus",1747000,"GenusAverage",1
"Matoatoa",2.863,"GenusAverage",4
"Matobosaurus",514.3,"GenusAverage",4
"Matuta",25.83,"GenusAverage",1
"Maulisia",44.6,"GenusAverage",1
"Mauremys",909.5,"GenusAverage",12
"Maurolicus",0.5819,"GenusAverage",0
"Maxomys",125.4,"GenusAverage",56
"Mayaheros",180,"GenusAverage",0
"Mayrornis",20.17,"GenusAverage",4
"Mazama",19440,"GenusAverage",42
"Mearnsia",37.72,"GenusAverage",4
"Mecistops",50500,"GenusAverage",2
"Mecocerculus",9.009,"GenusAverage",12
"Mecynogea",0.047,"GenusAverage",0
"Meda",5.2,"GenusAverage",1
"Medialuna",7423,"GenusAverage",1
"Mediaster",15.3,"GenusAverage",0
"Mediodactylus",2.362,"GenusAverage",30
"Medopheos",24.33,"GenusAverage",2
"Megabyas",28.02,"GenusAverage",2
"Megaceroides",8e+05,"GenusAverage",1
"Megaceryle",266.9,"GenusAverage",12
"Megachasma",750000,"GenusAverage",1
"Megacrex",1200,"GenusAverage",2
"Megadendromus",52,"GenusAverage",4
"Megaderma",35.48,"GenusAverage",10
"Megadontomys",74.34,"GenusAverage",7
"Megadyptes",5976,"GenusAverage",5
"Megaerops",23.89,"GenusAverage",15
"Megaladapis",63690,"GenusAverage",7
"Megalaima",90.72,"GenusAverage",50
"Megalancistrus",2220,"GenusAverage",1
"Megalaspis",3857,"GenusAverage",2
"Megaleporinus",3467,"GenusAverage",4
"Megalibgwilia",10000,"GenusAverage",2
"Megalobrama",3147,"GenusAverage",4
"Megaloceros",749900,"GenusAverage",3
"Megalocnus",150000,"GenusAverage",2
"Megalocottus",875,"GenusAverage",1
"Megalocranchia",280,"GenusAverage",1
"Megalodoras",6500,"GenusAverage",1
"Megaloglossus",17.61,"GenusAverage",8
"Megalomys",182.2,"GenusAverage",4
"Megalonaias",263.8,"GenusAverage",1
"Megalonema",249.7,"GenusAverage",3
"Megalonyx",763500,"GenusAverage",3
"Megalops",67860,"GenusAverage",6
"Megalotragus",2e+05,"GenusAverage",2
"Megalovis",76190,"GenusAverage",1
"Megalurulus",35.04,"GenusAverage",10
"Megalurus",26.53,"GenusAverage",13
"Meganyctiphanes",0.2731,"GenusAverage",2
"Megaoryzomys",399.4,"GenusAverage",2
"Megapitaria",478.5,"GenusAverage",2
"Megapodius",711.9,"GenusAverage",27
"Megaptera",25850000,"GenusAverage",13
"Megarasbora",7.92,"GenusAverage",1
"Megarynchus",66.7,"GenusAverage",2
"Megascops",130.9,"GenusAverage",48
"Megaselia",0.0002205,"GenusAverage",3
"Megasorex",17.24,"GenusAverage",4
"Megastictus",20.09,"GenusAverage",2
"Megatherium",4657000,"GenusAverage",4
"Megatriorchis",1000,"GenusAverage",2
"Megaxenops",25,"GenusAverage",2
"Megazosterops",31,"GenusAverage",1
"Megophrys",24.5,"GenusAverage",2
"Meiglyptes",48.61,"GenusAverage",6
"Meioneta",5e-05,"GenusAverage",1
"Meizodon",49.25,"GenusAverage",8
"Melaenornis",27.43,"GenusAverage",20
"Melamphaes",12.03,"GenusAverage",2
"Melampitta",123.9,"GenusAverage",4
"Melamprosops",25.5,"GenusAverage",5
"Melanerpes",69.76,"GenusAverage",72
"Melaniparus",19.03,"GenusAverage",14
"Melanitta",1118,"GenusAverage",20
"Melanocetus",0.35,"GenusAverage",2
"Melanocharis",15.39,"GenusAverage",15
"Melanochelys",760,"GenusAverage",1
"Melanochlora",37.7,"GenusAverage",2
"Melanocorypha",58.55,"GenusAverage",17
"Melanodera",31.64,"GenusAverage",4
"Melanodryas",24.51,"GenusAverage",8
"Melanogrammus",4398,"GenusAverage",6
"Melanomys",49.33,"GenusAverage",13
"Melanopareia",18.55,"GenusAverage",8
"Melanoperdix",280,"GenusAverage",2
"Melanophidium",64.23,"GenusAverage",3
"Melanoplus",0.35,"GenusAverage",1
"Melanoptila",35.26,"GenusAverage",2
"Melanorectes",76.9,"GenusAverage",1
