Index,Continent,Species Distribution,Order,FAMILY,Genus,Species,synonyms,Common,LogMass (g),Combined.Mass (g),Mass Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,AF,,Soricomorpha,Soricidae,Crocidura,kivuana,,Kivu Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,AF,,Soricomorpha,Soricidae,Crocidura,lamottei,,Lamotte's Shrew,1.312,20.5,163_ 130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,AF,,Soricomorpha,Soricidae,Crocidura,lanosa,,"Kivu Long-haired Shrew, Lemara Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,AF,,Soricomorpha,Soricidae,Crocidura,latona,,"Latona Shrew, Latona's Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,AF,,Soricomorpha,Soricidae,Crocidura,littoralis,,"Butiaba Naked-tailed Shrew, Naked-tail Shrew",1.204,16,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,AF,,Soricomorpha,Soricidae,Crocidura,longipes,,Savanna Swamp Shrew,1.286,19.3,60_ 130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,AF,,Soricomorpha,Soricidae,Crocidura,lucina,,"Lucina's Shrew, Moorland Shrew, Morrland Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,AF,,Soricomorpha,Soricidae,Crocidura,ludia,,"Dramatic Shrew, Ludia's Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,AF,,Soricomorpha,Soricidae,Crocidura,luna,,Greater Gray-brown Musk Shrew,1.161,14.5,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,AF,,Soricomorpha,Soricidae,Crocidura,lusitania,,Mauritanian Shrew,0.301,2,60_ 163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,AF,,Soricomorpha,Soricidae,Crocidura,macarthuri,,Macarthur's Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,AF,,Soricomorpha,Soricidae,Crocidura,macmillani,,Macmillan's Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,AF,,Soricomorpha,Soricidae,Crocidura,macowi,,"Macow's Shrew, Nyiro Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,AF,,Soricomorpha,Soricidae,Crocidura,manengubae,,Manenguba Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,AF,,Soricomorpha,Soricidae,Crocidura,maquassiensis,,"Makwassie Musk Shrew, Maquassie Musk Shrew",0.778,6,106_ 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,AF,,Soricomorpha,Soricidae,Crocidura,mariquensis,,Swamp Musk Shrew,1.051,11.25,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,AF,,Soricomorpha,Soricidae,Crocidura,maurisca,,"Dark Shrew, Gracile Naked-tailed Shrew",1.146,14,63_ 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,AF,,Soricomorpha,Soricidae,Crocidura,monax,,"Kilimanjaro Shrew, Rombo Shrew",1.204,16,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,AF,,Soricomorpha,Soricidae,Crocidura,montis,,Montane White-toothed Shrew,1.161,14.5,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,AF,,Soricomorpha,Soricidae,Crocidura,muricauda,,"Mouse-tailed Shrew, West African Long-tailed Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,AF,,Soricomorpha,Soricidae,Crocidura,mutesae,,"Uganda Large-toothed Shrew, Ugandan Musk Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,AF,,Soricomorpha,Soricidae,Crocidura,nana,,"Dwarf White-toothed Shrew, Somali Dwarf Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,AF,,Soricomorpha,Soricidae,Crocidura,nanilla,,"Savanna Dwarf Shrew, Tiny White-toothed Shrew",0.813,6.5,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,AF,,Soricomorpha,Soricidae,Crocidura,nigeriae,,Nigerian Shrew,1.362,23,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,AF,,Soricomorpha,Soricidae,Crocidura,nigricans,,"Blackish White-toothed Shrew, Black White-toothed Shrew",1.301,20,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,AF,,Soricomorpha,Soricidae,Crocidura,nigripes,Crocidura lipara  ,Black-footed Shrew,1.121,13.2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,AF,,Soricomorpha,Soricidae,Crocidura,nigrofusca,,"African Black Shrew, Tenebrous Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,AF,,Soricomorpha,Soricidae,Crocidura,nimbae,,Nimba Shrew,1.19,15.502,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,AF,,Soricomorpha,Soricidae,Crocidura,niobe,,"Niobe's Shrew, Stony Shrew",1.204,16,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,AF,,Soricomorpha,Soricidae,Crocidura,obscurior,,"Obscure White-toothed Shrew, West African Pygmy Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,AF,,Soricomorpha,Soricidae,Crocidura,olivieri,,"Olivier's Shrew, African Giant Shrew",1.763,57.95,63_ 70_ 130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,AF,,Soricomorpha,Soricidae,Crocidura,parvipes,,Small-footed Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,AF,,Soricomorpha,Soricidae,Crocidura,pasha,,"Pasha Shrew, Sahelian Tiny Shrew",0.813,6.5,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,AF,,Soricomorpha,Soricidae,Crocidura,phaeura,,Guramba Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,AF,,Soricomorpha,Soricidae,Crocidura,picea,,"Cameroonian Shrew, Pitch Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,AF,,Soricomorpha,Soricidae,Crocidura,pitmani,,Pitman's Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,AF,,Soricomorpha,Soricidae,Crocidura,planiceps,,Flat-headed Shrew,0.398,2.5,60_ 163_ 130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,AF,,Soricomorpha,Soricidae,Crocidura,poensis,Crocidura schweitzeri  ,Fraser's Musk Shrew,1.219,16.567,60_ 130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,AF,Zaire,Soricomorpha,Soricidae,Crocidura,polia,,"Fuscous Shrew, Polia's Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,AF,,Soricomorpha,Soricidae,Crocidura,raineyi,,"Rainey Shrew, Rainey's Shrew",1.161,14.5,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,AF,,Soricomorpha,Soricidae,Crocidura,religiosa,,Egyptian Pygmy Shrew,0.845,7,63_ 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,AF,,Soricomorpha,Soricidae,Crocidura,roosevelti,,Roosvelt's Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,AF,,Soricomorpha,Soricidae,Crocidura,russula,Crocidura osorio  ,"White-toothed Shrew, Greater White-toothed Shrew",0.806,6.4,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,AF,,Soricomorpha,Soricidae,Crocidura,selina,,"Moon Shrew, Ugandan Lowland Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,AF,,Soricomorpha,Soricidae,Crocidura,silacea,,Lesser Gray-brown Musk Shrew,0.903,8,60_ 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,AF,,Soricomorpha,Soricidae,Crocidura,smithii,,Desert Musk Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,AF,,Soricomorpha,Soricidae,Crocidura,somalica,,Somali Shrew,1.061,11.5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,AF,,Soricomorpha,Soricidae,Crocidura,stenocephala,,"Kahuzi Swamp Shrew, Narrow-headed Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,AF,,Soricomorpha,Soricidae,Crocidura,suaveolens,Crocidura gueldenstaedtii  ,"Lesser Shrew, Lesser White-toothed Shrew",0.699,5,Walkers online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,AF,,Soricomorpha,Soricidae,Crocidura,tansaniana,,Tanzanian Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,AF,Uganda,Soricomorpha,Soricidae,Crocidura,tarella,,"Tarella Shrew, Ugandan Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,AF,,Soricomorpha,Soricidae,Crocidura,tarfayensis,,"Tarfaya Shrew, Saharan Shrew",0.813,6.5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,AF,,Soricomorpha,Soricidae,Crocidura,telfordi,,Telford's Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,AF,,Soricomorpha,Soricidae,Crocidura,thalia,,"Thalia Shrew, Thalia's Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,AF,,Soricomorpha,Soricidae,Crocidura,theresae,,Therese's Shrew,1.246,17.6,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,AF,,Soricomorpha,Soricidae,Crocidura,thomensis,,"Sao TomÅ_ Shrew, Sâ€_o TomÅ_ Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,AF,,Soricomorpha,Soricidae,Crocidura,turba,,"Tumultuous Shrew, Turbo Shrew",1.161,14.5,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,AF,,Soricomorpha,Soricidae,Crocidura,ultima,,Ultimate Shrew,1.204,16,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,AF,,Soricomorpha,Soricidae,Crocidura,usambarae,,Usambara Shrew,0.987,9.7,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,AF,,Soricomorpha,Soricidae,Crocidura,viaria,Crocidura bolivari,Savanna Path Shrew,1.23,17,60_ 130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,AF,,Soricomorpha,Soricidae,Crocidura,voi,,Voi Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,AF,,Soricomorpha,Soricidae,Crocidura,whitakeri,,Whitaker's Shrew,0.74,5.5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,AF,,Soricomorpha,Soricidae,Crocidura,wimmeri,,Wimmer's Shrew,1.371,23.5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,AF,,Soricomorpha,Soricidae,Crocidura,xantippe,,"Vermiculate Shrew, Xanthippe's Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,AF,,Soricomorpha,Soricidae,Crocidura,yankariensis,,Yankari Shrew,0.699,5,60_ 163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,AF,,Soricomorpha,Soricidae,Crocidura,zaphiri,,Zaphir's Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,AF,,Soricomorpha,Soricidae,Crocidura,zimmeri,,"Upemba Shrew, Zimmer's Shrew",1.161,14.5,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,AF,Zaire_ Rwanda_ Burundi,Soricomorpha,Soricidae,Myosorex,babaulti,,Babault's Mouse Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,AF,Uganda_ Zaire,Soricomorpha,Soricidae,Myosorex,blarina,,Montane Mouse Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,AF,,Soricomorpha,Soricidae,Myosorex,cafer,,"Dark-footed Forest Shrew, Dark-footed Mouse Shrew",1.127,13.4,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,AF,Equatorial Guinea,Soricomorpha,Soricidae,Myosorex,eisentrauti,,Eisentraut's Mouse Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,AF,Tanzania,Soricomorpha,Soricidae,Myosorex,geata,,Geata Mouse Shrew,0.971,9.35,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,AF,South Africa,Soricomorpha,Soricidae,Myosorex,longicaudatus,,Long-tailed Forest Shrew,1.113,12.98,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,AF,Cameroon,Soricomorpha,Soricidae,Myosorex,okuensis,,Oku Mouse Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,AF,Cameroon,Soricomorpha,Soricidae,Myosorex,rumpii,,Rumpi Mouse Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,AF,Zaire,Soricomorpha,Soricidae,Myosorex,schalleri,,Schaller's Mouse Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,AF,South Africa,Soricomorpha,Soricidae,Myosorex,sclateri,,"Sclater's Mouse Shrew, Sclater's Tiny Mouse Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,AF,South Africa (Transvaal)_ possibly Mozambique,Soricomorpha,Soricidae,Myosorex,tenuis,,Thin Mouse Shrew,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,AF,,Soricomorpha,Soricidae,Myosorex,varius,,Forest Shrew,1.121,13.2,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,AF,Zaire,Soricomorpha,Soricidae,Paracrocidura,graueri,,"Grauer's Large-headed Shrew, Grauer's Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,AF,Zaire_ Rwanda_ Uganda,Soricomorpha,Soricidae,Paracrocidura,maxima,,"Greater Large-headed Shrew, Greater Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,AF,S Cameroon_ Gabon_ Congo Republic_ Zaire_ Central African Republic,Soricomorpha,Soricidae,Paracrocidura,schoutedeni,,"Lesser Large-headed Shrew, Schouteden's Shrew",1.114,13,140_ 244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,AF,,Soricomorpha,Soricidae,Ruwenzorisorex,suncoides,,Ruwenzori Shrew,1.26,18.2,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,AF,,Soricomorpha,Soricidae,Scutisorex,somereni,,Armored Shrew,1.961,91.5,63_ 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,AF,,Soricomorpha,Soricidae,Suncus,etruscus,,"Pygmy White-toothed Shrew, White-toothed Pygmy Shrew, Savi's Pygmy Shrew, Etruscan Shrew",0.279,1.9,64_ 130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,AF,,Soricomorpha,Soricidae,Suncus,infinitesimus,,Least Dwarf Shrew,0.477,3,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,AF,,Soricomorpha,Soricidae,Suncus,lixus,,Greater Dwarf Shrew,0.69,4.9,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,AF,,Soricomorpha,Soricidae,Suncus,megalura,Sylvisorex megalura  ,Climbing Shrew,0.667,4.65,63_ 70_ 130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,AF,,Soricomorpha,Soricidae,Suncus,murinus,,"House Shrew, Asian House Shrew",1.938,86.65,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,AF,,Soricomorpha,Soricidae,Suncus,remyi,,"Gabon Dwarf Shrew, Remy's Pygmy Shrew, Remy's Shrew",0.243,1.75,226_ 244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,AF,,Soricomorpha,Soricidae,Suncus,varilla,,Lesser Dwarf Shrew,0.699,5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,AF,Kenya,Soricomorpha,Soricidae,Surdisorex,norae,,"Aberdare Mole Shrew, Aberdare Shrew",0.954,9,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,AF,Kenya,Soricomorpha,Soricidae,Surdisorex,polulus,,"Mt. Kenya Mole Shrew, Mt. Kenya Shrew",0.954,9,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,AF,Zaire_ Uganda_ Rwanda_ Kenya_ Tanzania_ Cameroon,Soricomorpha,Soricidae,Sylvisorex,granti,,"Grant's Forest Shrew, Grant's Shrew",-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
