Index,Continent,Species Distribution,Order,FAMILY,Genus,Species,synonyms,Common,LogMass (g),Combined.Mass (g),Mass Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,Insular,Sri Lanka,Carnivora,Herpestidae,Herpestes,brachyurus,Herpestes  hosei|Urva brachyura,Short-tailed Mongoose,3.15,1414.097,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,Insular,Indonesia,Carnivora,Herpestidae,Herpestes,edwardsii, ,common mongoose,3.122,1324.2,115_ 131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,Insular,Japan,Carnivora,Herpestidae,Herpestes,edwardsii, ,common mongoose,3.122,1324.2,115_ 131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3608,Insular,Sri Lanka,Carnivora,Herpestidae,Herpestes,edwardsii, ,common mongoose,3.122,1324.2,115_ 131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,Insular,Indonesia (Boreno_ Sumatra),Carnivora,Herpestidae,Herpestes,semitorquatus,Urva semitorquata,Collared Mongoose,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,Insular,Sri Lanka,Carnivora,Herpestidae,Herpestes,smithii,Urva smithii,Ruddy Mongoose,3.231,1702.5,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3610,Insular,Sri Lanka,Carnivora,Herpestidae,Herpestes,vitticollis,Urva vitticollis,"Stripe-necked Mongoose, Striped-necked Mongoose",3.334,2156.5,131_ 132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,Insular,Indonesia,Carnivora,Mephitidae,Mydaus,javanensis,Mephitis javanensis,"Sunda Stink-badger, Indonesian Stink Badger, Malay Badger, Malayan Stink Badger, Sunda Stink Badger",3.398,2500,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428,Insular,Philippines,Carnivora,Mephitidae,Mydaus,marchei,Mydaus schadenbergii|Suillotaxus marchei,"Palawan Stink-badger, Palawan Stink Badger",3.151,1414.2,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,Insular,Indonesia (Sumatra_ Java_ Borneo),Carnivora,Mustelidae,Aonyx,cinereus, Aonyx cinerea; Lutra cinerea,"Asian Small-clawed Otter, Small-clawed Otter, ",3,1000,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382,Insular,Philippines,Carnivora,Mustelidae,Aonyx,cinereus, Aonyx cinerea; Lutra cinerea,"Asian Small-clawed Otter, Small-clawed Otter, ",3,1000,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3768,Insular,Taiwan_ Hai n Isl._ chi ,Carnivora,Mustelidae,Aonyx,cinereus, Aonyx cinerea; Lutra cinerea,"Asian Small-clawed Otter, Small-clawed Otter, ",3,1000,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3614,Insular,Sri Lanka,Carnivora,Mustelidae,Lutra,lutra,Lutra nippon  |Viverra lutra,"Eurasian Otter, European Otter, European River Otter, Old World Otter, Common Otter",3.639,4355.563,131_ 132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,Insular,Indonesia (Boreno_ Sumatra),Carnivora,Mustelidae,Lutra,sumatrana,,Hairy-nosed Otter,3.74,5500,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,Insular,Indonesia,Carnivora,Mustelidae,Lutrogale,perspicillata,Lutra perspicillata  ,"Smooth-coated Otter, Indian Smooth-coated Otter",3.954,9000,68_ 118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,Insular,Borneo,Carnivora,Mustelidae,Martes,flavigula,Charronia flavigula|Lamprogale flavigula,Yellow-throated Marten,3.074,1185,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3475,Insular,Rhodes_ crete,Carnivora,Mustelidae,Martes,foina,Mustela foina,"Beech Marten, Stone Marten",3.188,1540.8,111_ 114_ 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,Insular,Japan,Carnivora,Mustelidae,Martes,melampus,,"Japanese Marten, Tsushima Island Marten",3,1000,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,Insular,,Carnivora,Mustelidae,Melogale,everetti,Melogale personata subspecies everetti,"Bornean Ferret Badger, Everett's Ferret Badger, Kinabalu Ferret Badger",3.176,1500,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,Insular,Taiwan_ Hainan Isl_ China,Carnivora,Mustelidae,Melogale,moschata,,"Small-toothed Ferret Badger, Small-toothed Ferret-badger, Chinese Ferret Badger, Chinese Ferret-badger",2.827,672,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,Insular,,Carnivora,Mustelidae,Melogale,orientalis,Melogale personata subspecies orientalis,"Javan Ferret Badger, Javan Ferret-badger",3.301,2000,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,Insular,Borneo,Carnivora,Mustelidae,Melogale,personata,,"Large-toothed Ferret Badger, Burmese Ferret Badger, Large-toothed Ferret-Badger",3.231,1702.5,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,Insular,Java_ Sumatra (Indonesia),Carnivora,Mustelidae,Mustela,lutreolina,,Indonesian Mountain Weasel,2.849,706.6,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,Insular,Indonesia,Carnivora,Mustelidae,Mustela,nudipes,,"Malay Weasel, Malayan Weasel",2.699,500,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3651,Insular,Subantarctic islands of New Zealand,Carnivora,Otariidae,Phocarctos,hookeri,,"New Zealand Sea Lion, New Zealand Sealion, Hooker's Sea Lion, Hooker's Sealion",5.05,112300,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3339,Insular,NW Hawaiin Isls,Carnivora,Phocidae,Monachus,schauinslandi, Neomonachus schauinslandi,Hawaiian Monk Seal,5.348,223000,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,Insular,costa rica,Carnivora,Procyonidae,Bassaricyon,gabbii,Bassaricyon richardsoni; Bassaricyon lasius; Bassaricyon pauli ,northern olingo,3.079,1200,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,Insular,Guadeloupe Isl_ Lesser Antilles,Carnivora,Procyonidae,Procyon,lotor,Procyon gloveralleni  |Procyon insularis  |Procyon maynardi  |Procyon minor  |Ursus lotor,Northern Raccoon,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,Insular,Borneo,Carnivora,Ursidae,Helarctos,malayanus,Ursus malayanus,"Sun Bear, Malayan Sun Bear",4.672,47000,118_ 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3617,Insular,Sri Lanka,Carnivora,Ursidae,Melursus,ursinus,Bradypus ursinus,Sloth Bear,4.936,86260,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,Insular,Indonesia,Carnivora,Viverridae,Arctictis,binturong,Viverra binturong,"Binturong, Bearcat",3.829,6750,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,Insular,Indonesia,Carnivora,Viverridae,Arctogalidia,trivirgata,Paradoxurus trivirgatus,"Small-toothed Palm Civet, Three-striped Palm Civet",3.352,2250,68_ 118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,Insular,Indonesia (Sumatra_ Borneo),Carnivora,Viverridae,Cynogale,bennettii,Cynogale lowei,"Otter Civet, Sunda Otter Civet, Otter-civet",3.653,4500,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,Insular,Indonesia,Carnivora,Viverridae,Hemigalus,derbyanus,,"Banded Civet, Banded Palm Civet",3.398,2500,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,Insular,Singapore,Carnivora,Viverridae,Hemigalus,derbyanus,,"Banded Civet, Banded Palm Civet",3.294,1967.5,141_ 142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,Insular,Sulawesi_ Indonesia,Carnivora,Viverridae,Macrogalidia,musschenbroekii,,"Sulawesi Civet, Brown Palm Civet, Sulawesi Palm Civet",3.602,4000,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,Insular,Indonesia,Carnivora,Viverridae,Paguma,larvata,Gulo larvatus,"Masked Palm Civet, Himalayan Palm Civet, Gem-faced Civet",3.633,4300,68_ 118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,Insular,Indonesia,Carnivora,Viverridae,Paradoxurus,hermaphroditus,Paradoxurus lignicolor|Paradoxurus musangus|Paradoxurus philippinensis|Viverra hermaphrodita,"Common Palm Civet, Mentawai Palm Civet",3.505,3200,68_ 118_ 142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430,Insular,Philippines,Carnivora,Viverridae,Paradoxurus,hermaphroditus,Paradoxurus lignicolor|Paradoxurus musangus|Paradoxurus philippinensis|Viverra hermaphrodita,"Common Palm Civet, Mentawai Palm Civet",3.505,3200,68_ 142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3624,Insular,Sri Lanka,Carnivora,Viverridae,Paradoxurus,hermaphroditus,Paradoxurus lignicolor|Paradoxurus musangus|Paradoxurus philippinensis|Viverra hermaphrodita,"Common Palm Civet, Mentawai Palm Civet",3.481,3026.659,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3625,Insular,Sri Lanka,Carnivora,Viverridae,Paradoxurus,zeylonensis,Paradoxurus aureus|Paradoxurus montanus|Paradoxurus stenocephalus|Viverra zeylonensis,"Golden Palm Civet, Sri Lanka Brown Palm Civet, Golden Wet-Zone Palm Civet",3.444,2780.75,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,Insular,Indonesia,Carnivora,Viverridae,Prionodon,linsang,Viverra linsang,Banded Linsang,2.845,700,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,Insular,Indonesia,Carnivora,Viverridae,Prionodon,pardicolor,,Spotted Linsang,2.709,512,115_ 133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,Insular,Indonesia,Carnivora,Viverridae,Viverra,tangalunga,,"Malay Civet, Malayan Civet, Oriental Civet",3.576,3770,142_ 213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,Insular,Indonesia,Carnivora,Viverridae,Viverra,zibetha,Viverra tainguensis,Large Indian Civet,4,10000,68_ 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,Insular,Indonesia,Carnivora,Viverridae,Viverricula,indica,Civetta indica|Viverricula malaccensis,"Small Indian Civet, Oriental Civet",3.474,2980,115_ 117_ 119_ 120_ 142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,Insular,Madagascar,Carnivora,Viverridae,Viverricula,indica,Civetta indica|Viverricula malaccensis,"Small Indian Civet, Oriental Civet",3.477,3000,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3646,Insular,Sri Lanka,Carnivora,Viverridae,Viverricula,indica,Civetta indica|Viverricula malaccensis,"Small Indian Civet, Oriental Civet",3.429,2686.166,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3782,Insular,Taiwan,Carnivora,Viverridae,Viverricula,indica,Civetta indica|Viverricula malaccensis,"Small Indian Civet, Oriental Civet",3.462,2896,115_ 117_ 119_ 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,Insular,Seychelle Isls_ possibly Zanzibar,Chiroptera,Emballonuridae,Coleura,seychellensis, , ,1.024,10.567,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,Insular,Philippines_ Borneo_ Sulawesi and Tanimbar (Indonesia) and adjacent small islands,Chiroptera,Emballonuridae,Emballonura,alecto, , ,0.72,5.25,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,Insular,Madagascar,Chiroptera,Emballonuridae,Emballonura,atrata, , ,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3173,Insular,New Guinea_ Kei Isls_ Trobriand isls,Chiroptera,Emballonuridae,Emballonura,beccarii, , ,0.623,4.2,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3473,Insular,Rennell and Malaita Isls (Solomon Isls)_ New Ireland (Bismarck Arch)_ New Guinea,Chiroptera,Emballonuridae,Emballonura,dianae, , ,0.901,7.967,http://www.animalinfo.org/species/bat/embadian.htm_ 259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3171,Insular,New Guinea_ Bismarck Arch.,Chiroptera,Emballonuridae,Emballonura,furax, , ,1.047,11.15,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,Insular,Thailand to W Malaysia_ Borneo_ Sumatra_ Rhio Arch._ banka_ Billiton_ Engano_ Babi Isls_ Nias Isl_ mentawai Isls_ java_ Sulawesi and Karimata isl (Indonesia),Chiroptera,Emballonuridae,Emballonura,monticola, , ,0.778,6,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,Insular,Seram Isl_ Kei Isls and Sulawesi (Indonesia)_ New Guniea_ Bismarck arch_ Choiseul_ Ysabel and Malaita isls (Solomon Isls),Chiroptera,Emballonuridae,Emballonura,raffraya , , ,0.748,5.6,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,Insular,Maia  isls and Caroline Isls (including palau Isls)_ Vanuatu (=New Hebrides)_ Fiji Isls_ Samoa,Chiroptera,Emballonuridae,Emballonura,semicaudata, , ,0.799,6.3,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3319,Insular,New Guniea_ Kei Isls_ Halmahera isls_ Schouten Isls_ Sulawesi_ Amboi  and Buru (Indonesia)_ Bismarch Arch (Papua New Guniea)_ Solomon Isls_ adjacent small islands,Chiroptera,Emballonuridae,Mosia,nigrescens, , ,0.512,3.25,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,Insular,Guerrero and Yucatan (Mexico) to Peru_ paraguay and s and E Brazil_ Trinidad and Tobago_ margarita Isl (venezuela)_ Aruba Isl (Netherlands Antilles)_ Gre da,Chiroptera,Emballonuridae,Peropteryx,macrotis, , ,0.734,5.422,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,Insular,E Oaxaca and C Veracruz (Mexico) to C and E brazil_ peru_ Bolivia_ French Guia _ Guya  and Suri m_ trinidad,Chiroptera,Emballonuridae,Rhynchonycteris, naso, , ,0.489,3.08,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479,Insular,Australia (except Tasmania)_ SE New Guinea,Chiroptera,Emballonuridae,Saccolaimus,flaviventris, , ,1.594,39.25,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,Insular,SE New Guniea_ NE Queensland (Australia),Chiroptera,Emballonuridae,Saccolaimus,mixtus, , ,1.362,23.03333333,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3449,Insular,Philippines,Chiroptera,Emballonuridae,Saccolaimus,pluto, , ,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,Insular,India and Sri Lanka throug SE Asia to Borneo_ Sumatra_ Java and Timor (Indonesia)_ New Guinea_ NE Queensland (Australia)_ Guadalca l Isl (Solomon Isls),Chiroptera,Emballonuridae,Saccolaimus,saccolaimus, , ,1.58,38,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,Insular,Jalisco and Veracruz (Mexico) to Bolivia_ Guia s and E Brazil south to Rio de Janiero_ Trinidad and Tabago,Chiroptera,Emballonuridae,Saccopteryx,bilineata, , ,0.856,7.175,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,Insular,Chiapas and Tabasco (Mexico) to E Brazil and Peru_ Guia s_ Margarita Isl (Venezuela)_ Trinidad and Tobago,Chiroptera,Emballonuridae,Saccopteryx,leptura, , ,0.638,4.35,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3148,Insular,N Queensland (Australia)_ Torres strait Isls_ SE New Guinea,Chiroptera,Emballonuridae,Taphozous,australis, , ,1.36,22.9,153_ 259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,Insular,Kenya_ NE Tanzania_ Zanzibar,Chiroptera,Emballonuridae,Taphozous,hildegardeae, , ,1.471,29.6,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3590,Insular,Sri Lanka_ Inida to Cambodia_ malay Peninsula_ sumatra_ Borneo_ java_ Bali and Flores (Indonesia),Chiroptera,Emballonuridae,Taphozous,longimanus, , ,1.43,26.92,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,Insular,South Africa to Sudan and Somalia to Senegal_ mauritius and Renunion islans (Mascarene isls)_ Madagascar_ assumption isl and Aldabra Isl.,Chiroptera,Emballonuridae,Taphozous,mauritianus, , ,1.437,27.346,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3586,Insular,Sri Lanka_ India_ Burma_ Thailand_ Laos_ Viet m_ S Chi _ malay Peninsula and adjacent islands_ Borneo_ sumatra_ java_ savu isl_ Lombok_ Sumbawa_ Timor_ kei isls and sulawesi (Indonesia),Chiroptera,Emballonuridae,Taphozous,melanopogon, , ,1.386,24.314,257_ 122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3462,Insular,Philippines,Chiroptera,Emballonuridae,Taphozous,philippinensis, , ,1.307,20.3,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,Insular,C India to Viet m_ Java_ Borneo and Sulawesi,Chiroptera,Emballonuridae,Taphozous,theobaldi, , ,1.6,39.8,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,Insular,Costa Rica to Peru and E brazil_ Trinidad,Chiroptera,Furipteridae,Furipterus,horrens, , ,0.502,3.177,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567,Insular,Solomon Isls,Chiroptera,Hipposideridae,Anthops,ortus, , ,0.903,8,253_ http://www.animalinfo.org/species/bat/anthor .htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140,Insular,n Ethiopia and islands in the Red sea,Chiroptera,Hipposideridae,Asellia,patrizii, , ,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,Insular,Pakistan to Arabia_ si i peninsula (NE egypt) and Israel_ Egypt to Morocco_ Senegal_ Chad_ Sudan and S Somalia_ Socotra (Yemen)_ perhaps Zanzibar,Chiroptera,Hipposideridae,Asellia,tridens, , ,1.077,11.93,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,Insular,Burma_ s Chi _ Thailand_ Laos_ Viet m_ W Malaysia,Chiroptera,Hipposideridae,Aselliscus,stoliczkanus, , ,0.69,4.9,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3127,Insular,Molucca Isls_ New Guinea_ Bismarck Arch_ solomon Isls (including santa Cruz Isls)_ Vanuatu (=New Hebrides)_ adjacent small islands,Chiroptera,Hipposideridae,Aselliscus,tricuspidatus, , ,0.613,4.1,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
