id,wsc_lsid,originalName,family,genus,species,subspecies,trait,traitFullName,traitCategory,value,value_numeric,measure,sex,lifeStage,frequency,sampleSize,treatment,method,methodFullName,dateText,dateStart,dateEnd,note,location,decimalLatitude,decimalLongitude,altitude,verbatimLocality,countryCode,countryName,habitatVerbatim,microhabitatVerbatim,datasetName,datasetRestrictedAccess,reference,referenceFull,referenceDOI,rowLinks
241103,urn:lsid:nmbe.ch:spidersp:018502,Pardosa purbeckensis,Lycosidae,Pardosa,purbeckensis,,bodm,Body mass,Morphometry,0.0038,0.0038,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5821
241104,urn:lsid:nmbe.ch:spidersp:018502,Pardosa purbeckensis,Lycosidae,Pardosa,purbeckensis,,bodm,Body mass,Morphometry,0.0056,0.0056,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5823
241105,urn:lsid:nmbe.ch:spidersp:018502,Pardosa purbeckensis,Lycosidae,Pardosa,purbeckensis,,bodm,Body mass,Morphometry,0.0118,0.0118,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5825
241106,urn:lsid:nmbe.ch:spidersp:018502,Pardosa purbeckensis,Lycosidae,Pardosa,purbeckensis,,bodm,Body mass,Morphometry,0.0112,0.0112,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5827
241107,urn:lsid:nmbe.ch:spidersp:018502,Pardosa purbeckensis,Lycosidae,Pardosa,purbeckensis,,bodm,Body mass,Morphometry,0.0068,0.0068,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5829
241108,urn:lsid:nmbe.ch:spidersp:018502,Pardosa purbeckensis,Lycosidae,Pardosa,purbeckensis,,bodm,Body mass,Morphometry,0.0064,0.0064,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5831
241109,urn:lsid:nmbe.ch:spidersp:018502,Pardosa purbeckensis,Lycosidae,Pardosa,purbeckensis,,bodm,Body mass,Morphometry,0.0076,0.0076,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5833
241110,urn:lsid:nmbe.ch:spidersp:018502,Pardosa purbeckensis,Lycosidae,Pardosa,purbeckensis,,bodm,Body mass,Morphometry,0.008,0.008,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5835
241111,urn:lsid:nmbe.ch:spidersp:018502,Pardosa purbeckensis,Lycosidae,Pardosa,purbeckensis,,bodm,Body mass,Morphometry,0.0041,0.0041,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5838
241112,urn:lsid:nmbe.ch:spidersp:018502,Pardosa purbeckensis,Lycosidae,Pardosa,purbeckensis,,bodm,Body mass,Morphometry,0.0086,0.0086,Single observation,Female,Adult,,,,mor,Morphometry,May 2007,Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),Tue May 01 2007 00:00:00 GMT+0200 (Central European Summer Time),,MontSt-Michel Bay-vb8BmG0bZI,4.15,-2.3,,Mont St-Michel Bay,,,salt-marsh,,Pétillon et al. published lycosid traits,Free access,Puzin et al. 2011,"Puzin C, Acou A, Bonte D. & Pétillon J. 2011. Comparison of reproductive traits between two salt-marsh wolf spiders (Araneae, Lycosidae) under different habitat suitability conditions. Animal Biology 61: 127-138.",,5843
245547,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.254,0.254,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245548,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.328,0.328,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245549,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.238,0.238,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245550,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.403,0.403,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245551,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.367,0.367,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245552,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.375,0.375,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245553,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.287,0.287,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245554,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.228,0.228,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245555,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.352,0.352,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245556,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.316,0.316,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245557,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.254,0.254,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245558,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.328,0.328,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245559,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.238,0.238,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245560,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.403,0.403,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245561,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.367,0.367,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245562,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.375,0.375,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245563,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.287,0.287,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245564,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.228,0.228,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245565,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.352,0.352,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245566,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.316,0.316,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245567,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.236,0.236,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245568,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.274,0.274,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245569,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.239,0.239,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245570,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.209,0.209,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245571,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.263,0.263,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245572,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.217,0.217,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245573,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.2,0.2,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245574,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.212,0.212,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245575,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.235,0.235,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
