id,wsc_lsid,originalName,family,genus,species,subspecies,trait,traitFullName,traitCategory,value,value_numeric,measure,sex,lifeStage,frequency,sampleSize,treatment,method,methodFullName,dateText,dateStart,dateEnd,note,location,decimalLatitude,decimalLongitude,altitude,verbatimLocality,countryCode,countryName,habitatVerbatim,microhabitatVerbatim,datasetName,datasetRestrictedAccess,reference,referenceFull,referenceDOI,rowLinks
1127666,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00044,0.0004,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-11,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Sep 11 2023 23:59:59 GMT+0200 (Central European Summer Time),,6l1hrAZe-,56.1489,10.182981,,aarhus,DNK,Denmark,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,135
1127667,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00044,0.0004,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-13,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),Wed Sep 13 2023 23:59:59 GMT+0200 (Central European Summer Time),,6l1hrAZe-,56.1489,10.182981,,aarhus,DNK,Denmark,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,39
1127668,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00044,0.0004,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-11,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Sep 11 2023 23:59:59 GMT+0200 (Central European Summer Time),,zekc69Ojg,42.5021124,2.113978,,mont_louis,FRA,France,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,228
1127669,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00044,0.0004,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-13,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),Wed Sep 13 2023 23:59:59 GMT+0200 (Central European Summer Time),,8dqk4wwnjk,49.178375,16.565217,,brno,CZE,Czechia,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,324
1127670,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00045,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-12,Tue Sep 12 2023 00:00:00 GMT+0200 (Central European Summer Time),Tue Sep 12 2023 23:59:59 GMT+0200 (Central European Summer Time),,zekc69Ojg,42.5021124,2.113978,,mont_louis,FRA,France,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,276
1127671,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00045,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-13,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),Wed Sep 13 2023 23:59:59 GMT+0200 (Central European Summer Time),,zekc69Ojg,42.5021124,2.113978,,mont_louis,FRA,France,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,195
1127672,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00047,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-11,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Sep 11 2023 23:59:59 GMT+0200 (Central European Summer Time),,8dqk4wwnjk,49.178375,16.565217,,brno,CZE,Czechia,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,333
1127673,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00047,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-12,Tue Sep 12 2023 00:00:00 GMT+0200 (Central European Summer Time),Tue Sep 12 2023 23:59:59 GMT+0200 (Central European Summer Time),,6l1hrAZe-,56.1489,10.182981,,aarhus,DNK,Denmark,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,78
1127674,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00047,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-12,Tue Sep 12 2023 00:00:00 GMT+0200 (Central European Summer Time),Tue Sep 12 2023 23:59:59 GMT+0200 (Central European Summer Time),,zekc69Ojg,42.5021124,2.113978,,mont_louis,FRA,France,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,252
1127675,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00047,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-13,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),Wed Sep 13 2023 23:59:59 GMT+0200 (Central European Summer Time),,8dqk4wwnjk,49.178375,16.565217,,brno,CZE,Czechia,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,318
1127676,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00048,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-13,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),Wed Sep 13 2023 23:59:59 GMT+0200 (Central European Summer Time),,zekc69Ojg,42.5021124,2.113978,,mont_louis,FRA,France,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,198
1127677,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00048,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-12,Tue Sep 12 2023 00:00:00 GMT+0200 (Central European Summer Time),Tue Sep 12 2023 23:59:59 GMT+0200 (Central European Summer Time),,zekc69Ojg,42.5021124,2.113978,,mont_louis,FRA,France,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,285
1127678,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00049,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-12,Tue Sep 12 2023 00:00:00 GMT+0200 (Central European Summer Time),Tue Sep 12 2023 23:59:59 GMT+0200 (Central European Summer Time),,6l1hrAZe-,56.1489,10.182981,,aarhus,DNK,Denmark,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,63
1127679,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00049,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-11,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Sep 11 2023 23:59:59 GMT+0200 (Central European Summer Time),,6l1hrAZe-,56.1489,10.182981,,aarhus,DNK,Denmark,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,81
1127680,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00049,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-13,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),Wed Sep 13 2023 23:59:59 GMT+0200 (Central European Summer Time),,zekc69Ojg,42.5021124,2.113978,,mont_louis,FRA,France,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,192
1127681,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00049,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-12,Tue Sep 12 2023 00:00:00 GMT+0200 (Central European Summer Time),Tue Sep 12 2023 23:59:59 GMT+0200 (Central European Summer Time),,6l1hrAZe-,56.1489,10.182981,,aarhus,DNK,Denmark,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,75
1127682,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00049,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-11,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Sep 11 2023 23:59:59 GMT+0200 (Central European Summer Time),,6l1hrAZe-,56.1489,10.182981,,aarhus,DNK,Denmark,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,24
1127683,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.0005,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-11,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Sep 11 2023 23:59:59 GMT+0200 (Central European Summer Time),,zekc69Ojg,42.5021124,2.113978,,mont_louis,FRA,France,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,204
1127684,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.0005,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-12,Tue Sep 12 2023 00:00:00 GMT+0200 (Central European Summer Time),Tue Sep 12 2023 23:59:59 GMT+0200 (Central European Summer Time),,6l1hrAZe-,56.1489,10.182981,,aarhus,DNK,Denmark,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,66
1127685,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.0005,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-12,Tue Sep 12 2023 00:00:00 GMT+0200 (Central European Summer Time),Tue Sep 12 2023 23:59:59 GMT+0200 (Central European Summer Time),,zekc69Ojg,42.5021124,2.113978,,mont_louis,FRA,France,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,240
1127686,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.0005,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-11,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Sep 11 2023 23:59:59 GMT+0200 (Central European Summer Time),,6l1hrAZe-,56.1489,10.182981,,aarhus,DNK,Denmark,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,18
1127687,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.0005,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-11,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Sep 11 2023 23:59:59 GMT+0200 (Central European Summer Time),,6l1hrAZe-,56.1489,10.182981,,aarhus,DNK,Denmark,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,105
1127688,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.0005,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-11,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Sep 11 2023 23:59:59 GMT+0200 (Central European Summer Time),,zekc69Ojg,42.5021124,2.113978,,mont_louis,FRA,France,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,231
1127689,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.0005,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-12,Tue Sep 12 2023 00:00:00 GMT+0200 (Central European Summer Time),Tue Sep 12 2023 23:59:59 GMT+0200 (Central European Summer Time),,zekc69Ojg,42.5021124,2.113978,,mont_louis,FRA,France,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,168
1127690,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.0005,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-12,Tue Sep 12 2023 00:00:00 GMT+0200 (Central European Summer Time),Tue Sep 12 2023 23:59:59 GMT+0200 (Central European Summer Time),,zekc69Ojg,42.5021124,2.113978,,mont_louis,FRA,France,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,189
1127691,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.0005,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-13,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),Wed Sep 13 2023 23:59:59 GMT+0200 (Central European Summer Time),,6l1hrAZe-,56.1489,10.182981,,aarhus,DNK,Denmark,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,129
1127692,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.0005,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-12,Tue Sep 12 2023 00:00:00 GMT+0200 (Central European Summer Time),Tue Sep 12 2023 23:59:59 GMT+0200 (Central European Summer Time),,zekc69Ojg,42.5021124,2.113978,,mont_louis,FRA,France,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,288
1127693,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.0005,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-13,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),Wed Sep 13 2023 23:59:59 GMT+0200 (Central European Summer Time),,8dqk4wwnjk,49.178375,16.565217,,brno,CZE,Czechia,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,321
1127694,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00051,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-11,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Sep 11 2023 23:59:59 GMT+0200 (Central European Summer Time),,zekc69Ojg,42.5021124,2.113978,,mont_louis,FRA,France,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,207
1127695,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00051,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-11,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Sep 11 2023 23:59:59 GMT+0200 (Central European Summer Time),,zekc69Ojg,42.5021124,2.113978,,mont_louis,FRA,France,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,210
1127696,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00051,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-11,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Sep 11 2023 23:59:59 GMT+0200 (Central European Summer Time),,8dqk4wwnjk,49.178375,16.565217,,brno,CZE,Czechia,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,330
1127697,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00051,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-11,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Sep 11 2023 23:59:59 GMT+0200 (Central European Summer Time),,8dqk4wwnjk,49.178375,16.565217,,brno,CZE,Czechia,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,342
1127698,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00051,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-11,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Sep 11 2023 23:59:59 GMT+0200 (Central European Summer Time),,6l1hrAZe-,56.1489,10.182981,,aarhus,DNK,Denmark,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,21
1127699,urn:lsid:nmbe.ch:spidersp:026117,Zodarion rubidum,Zodariidae,Zodarion,rubidum,,bodm,Body mass,Morphometry,0.00051,0.0005,Single observation,Unknown,Juvenile,,,,wei,Weighing,2023-09-13,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),Wed Sep 13 2023 23:59:59 GMT+0200 (Central European Summer Time),,zekc69Ojg,42.5021124,2.113978,,mont_louis,FRA,France,reared in laboratory,,"Data for Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae)",Free access,Viel et al. 2025,"Viel, N., Bilde, T., Sorensen, J.G., Petillon, J., Pekar, S. 2025. Niche filling in the geographic range expanding spider Zodarion rubidum Simon, 1914 (Araneae: Zodariidae). Journal of Animal Ecology (submitted).",,177
